Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Mapping project name,ESCO - SE NOC,,,,,,
Mapping project author,default-author,,,,,,
Mapping project version,,,,,,,
Mapping project version date,csv_generator$today@1751f89f,,,,,,
Classification 1 Name,Esco - yrken,,,,,,
Classification 1 Concept type,Occupation,,,,,,
Classification 1 Version,1.1.1,,,,,,
Classification 1 Language,sv,,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,,
Classification 2 Name,Swedish Standard Classification of Occupations 2012,,,,,,
Classification 2 Concept type,Occupation,,,,,,
Classification 2 Version,18,,,,,,
Classification 2 Language,sv,,,,,,
Classification 2 Landing page,https://atlas.jobtechdev.se/,,,,,,
,,,,,,,
,,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note
http://data.europa.eu/esco/isco/C3259,Övriga inom hälsovård,http://data.europa.eu/esco/isco/C3259,http://data.jobtechdev.se/taxonomy/concept/r1Fw_neT_3T6,Logopedassistent,http://data.jobtechdev.se/taxonomy/concept/r1Fw_neT_3T6,skos:narrowMatch,
http://data.europa.eu/esco/occupation/8ec6b513-3d44-4e94-b187-d55734a587a4,börsmäklare,http://data.europa.eu/esco/occupation/8ec6b513-3d44-4e94-b187-d55734a587a4,http://data.jobtechdev.se/taxonomy/concept/E4wN_d1X_eYy,Aktiemäklare,http://data.jobtechdev.se/taxonomy/concept/E4wN_d1X_eYy,skos:exactMatch,
http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8,kundmäklare,http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8,http://data.jobtechdev.se/taxonomy/concept/GcDB_R1m_pUA,Kundmäklare,http://data.jobtechdev.se/taxonomy/concept/GcDB_R1m_pUA,skos:exactMatch,
http://data.europa.eu/esco/occupation/c0463fbe-7914-48ac-84ec-abaee1a7f292,penningmarknadsmäklare,http://data.europa.eu/esco/occupation/c0463fbe-7914-48ac-84ec-abaee1a7f292,http://data.jobtechdev.se/taxonomy/concept/Mw5Q_M2i_ca5,Penningmarknadsmäklare,http://data.jobtechdev.se/taxonomy/concept/Mw5Q_M2i_ca5,skos:exactMatch,
http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,valutahandlare,http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,http://data.jobtechdev.se/taxonomy/concept/Aer4_NYa_BYg,Valutahandlare,http://data.jobtechdev.se/taxonomy/concept/Aer4_NYa_BYg,skos:exactMatch,
http://data.europa.eu/esco/occupation/fadb09c5-db84-4240-9fd6-68b4c0abeed5,valutamäklare,http://data.europa.eu/esco/occupation/fadb09c5-db84-4240-9fd6-68b4c0abeed5,http://data.jobtechdev.se/taxonomy/concept/zn5F_a5L_ufz,Valutamäklare,http://data.jobtechdev.se/taxonomy/concept/zn5F_a5L_ufz,skos:exactMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/Pigq_U3W_pyf,"Gruppföreståndare, bank",http://data.jobtechdev.se/taxonomy/concept/Pigq_U3W_pyf,skos:narrowMatch,
http://data.europa.eu/esco/occupation/ab5a5073-453c-4a93-aff7-345a19f8b954,kreditberedare,http://data.europa.eu/esco/occupation/ab5a5073-453c-4a93-aff7-345a19f8b954,http://data.jobtechdev.se/taxonomy/concept/fE6A_6si_yAh,Kreditberedare,http://data.jobtechdev.se/taxonomy/concept/fE6A_6si_yAh,skos:exactMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/gUk3_whU_5Y3,Kreditbevakare,http://data.jobtechdev.se/taxonomy/concept/gUk3_whU_5Y3,skos:narrowMatch,
http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7,kredithandläggare,http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7,http://data.jobtechdev.se/taxonomy/concept/pp2y_Kru_xG6,Kredithandläggare,http://data.jobtechdev.se/taxonomy/concept/pp2y_Kru_xG6,skos:exactMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/YLKR_dfd_EDT,Kreditman,http://data.jobtechdev.se/taxonomy/concept/YLKR_dfd_EDT,skos:narrowMatch,
http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a,kreditrådgivare,http://data.europa.eu/esco/occupation/1a87e487-6761-4374-b6db-100ac5a9ad5a,http://data.jobtechdev.se/taxonomy/concept/pHrR_Hjf_MfW,Kreditrådgivare,http://data.jobtechdev.se/taxonomy/concept/pHrR_Hjf_MfW,skos:exactMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/ajAU_1r9_J9y,"Notariatchef, bank",http://data.jobtechdev.se/taxonomy/concept/ajAU_1r9_J9y,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/9WLR_afZ_uYj,"Notariattjänsteman, bank",http://data.jobtechdev.se/taxonomy/concept/9WLR_afZ_uYj,skos:narrowMatch,
http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6,privatekonomisk rådgivare,http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6,http://data.jobtechdev.se/taxonomy/concept/6Lx9_ukW_WSn,Privatekonomisk rådgivare,http://data.jobtechdev.se/taxonomy/concept/6Lx9_ukW_WSn,skos:exactMatch,
http://data.europa.eu/esco/isco/C3312,Banktjänstemän,http://data.europa.eu/esco/isco/C3312,http://data.jobtechdev.se/taxonomy/concept/rLoL_Jo4_tnP,Privatekonom,http://data.jobtechdev.se/taxonomy/concept/rLoL_Jo4_tnP,skos:narrowMatch,
http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6,privatekonomisk rådgivare,http://data.europa.eu/esco/occupation/5e4d156a-1f05-4b2c-b0f0-5abb82d52ed6,http://data.jobtechdev.se/taxonomy/concept/rLoL_Jo4_tnP,Privatekonom,http://data.jobtechdev.se/taxonomy/concept/rLoL_Jo4_tnP,skos:closeMatch,
http://data.europa.eu/esco/isco/C3313,Redovisningsekonomer m.fl.,http://data.europa.eu/esco/isco/C3313,http://data.jobtechdev.se/taxonomy/concept/8N18_sGB_X4M,Redovisningsekonom,http://data.jobtechdev.se/taxonomy/concept/8N18_sGB_X4M,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3313,Redovisningsekonomer m.fl.,http://data.europa.eu/esco/isco/C3313,http://data.jobtechdev.se/taxonomy/concept/CeoS_Wzo_uz5,Redovisningskonsult,http://data.jobtechdev.se/taxonomy/concept/CeoS_Wzo_uz5,skos:narrowMatch,
http://data.europa.eu/esco/isco/C4311,Bokförings- och redovisningsassistenter,http://data.europa.eu/esco/isco/C4311,http://data.jobtechdev.se/taxonomy/concept/Bbpr_AMz_nzt,Revisorsassistent,http://data.jobtechdev.se/taxonomy/concept/Bbpr_AMz_nzt,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3314,Statistikassistenter m.fl.,http://data.europa.eu/esco/isco/C3314,http://data.jobtechdev.se/taxonomy/concept/pcDD_Psm_7iX,Siffergranskare,http://data.jobtechdev.se/taxonomy/concept/pcDD_Psm_7iX,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/2uZ6_mbA_Zo5,"Besiktningsingenjör, försäkring",http://data.jobtechdev.se/taxonomy/concept/2uZ6_mbA_Zo5,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/q4Ca_jmG_de7,"Besiktningsman, försäkring/Skadeinspektör, försäkring",http://data.jobtechdev.se/taxonomy/concept/q4Ca_jmG_de7,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/TmAY_4KT_76q,"Bilskadeinspektör, försäkring",http://data.jobtechdev.se/taxonomy/concept/TmAY_4KT_76q,skos:narrowMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/T9Pi_XcZ_eKR,Bilskadereglerare,http://data.jobtechdev.se/taxonomy/concept/T9Pi_XcZ_eKR,skos:closeMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/T9Pi_XcZ_eKR,Bilskadereglerare,http://data.jobtechdev.se/taxonomy/concept/T9Pi_XcZ_eKR,skos:narrowMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/MCHA_pp5_Bv3,Brandskadereglerare,http://data.jobtechdev.se/taxonomy/concept/MCHA_pp5_Bv3,skos:closeMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/MCHA_pp5_Bv3,Brandskadereglerare,http://data.jobtechdev.se/taxonomy/concept/MCHA_pp5_Bv3,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/ivAh_V2A_hg5,Båtbesiktningsman,http://data.jobtechdev.se/taxonomy/concept/ivAh_V2A_hg5,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/EB6b_fRU_tA5,Cargo surveyor,http://data.jobtechdev.se/taxonomy/concept/EB6b_fRU_tA5,skos:narrowMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/9YZV_YDu_zgZ,Civilskadereglerare,http://data.jobtechdev.se/taxonomy/concept/9YZV_YDu_zgZ,skos:narrowMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/Afh1_bKk_Hxr,Fältskadereglerare,http://data.jobtechdev.se/taxonomy/concept/Afh1_bKk_Hxr,skos:narrowMatch,
http://data.europa.eu/esco/occupation/e91bc34c-0c4f-4ac9-8e2f-8f337d75f9ca,"försäkringsutredare, försäkringskassa",http://data.europa.eu/esco/occupation/e91bc34c-0c4f-4ac9-8e2f-8f337d75f9ca,http://data.jobtechdev.se/taxonomy/concept/NZYT_MD6_U4g,Försäkringsutredare,http://data.jobtechdev.se/taxonomy/concept/NZYT_MD6_U4g,skos:exactMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/WSwv_qhW_HCp,Personskadereglerare,http://data.jobtechdev.se/taxonomy/concept/WSwv_qhW_HCp,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/rCVX_VcA_4Dg,"Skadeingenjör, försäkring",http://data.jobtechdev.se/taxonomy/concept/rCVX_VcA_4Dg,skos:narrowMatch,
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,skadereglerare,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,http://data.jobtechdev.se/taxonomy/concept/4HnZ_K23_35y,Skadereglerare,http://data.jobtechdev.se/taxonomy/concept/4HnZ_K23_35y,skos:exactMatch,
http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,skadetekniker,http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,http://data.jobtechdev.se/taxonomy/concept/zknj_NWK_YpX,Skadetekniker,http://data.jobtechdev.se/taxonomy/concept/zknj_NWK_YpX,skos:closeMatch,
http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,skadetekniker,http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,http://data.jobtechdev.se/taxonomy/concept/TmAY_4KT_76q,"Bilskadeinspektör, försäkring",http://data.jobtechdev.se/taxonomy/concept/TmAY_4KT_76q,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,skadetekniker,http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,http://data.jobtechdev.se/taxonomy/concept/Xpvx_Khg_wym,Båtskadeinspektör,http://data.jobtechdev.se/taxonomy/concept/Xpvx_Khg_wym,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,skadetekniker,http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,http://data.jobtechdev.se/taxonomy/concept/hifa_pTF_QjG,Civilskadeinspektör,http://data.jobtechdev.se/taxonomy/concept/hifa_pTF_QjG,skos:narrowMatch,
http://data.europa.eu/esco/occupation/e93b3b49-12e1-4b47-991c-dd4b0aec17d8,värderingsman,http://data.europa.eu/esco/occupation/e93b3b49-12e1-4b47-991c-dd4b0aec17d8,http://data.jobtechdev.se/taxonomy/concept/CSNp_CjX_Mep,Värderingsman,http://data.jobtechdev.se/taxonomy/concept/CSNp_CjX_Mep,skos:exactMatch,
http://data.europa.eu/esco/isco/C3315,Skadereglerare och värderare,http://data.europa.eu/esco/isco/C3315,http://data.jobtechdev.se/taxonomy/concept/ca4E_WxS_Sn5,Värderingsassistent,http://data.jobtechdev.se/taxonomy/concept/ca4E_WxS_Sn5,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/7RLD_kgx_Zka,"Fritidsombud, försäkringar",http://data.jobtechdev.se/taxonomy/concept/7RLD_kgx_Zka,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/KN97_Q8C_Hih,"Fälttjänsteman, försäkringar",http://data.jobtechdev.se/taxonomy/concept/KN97_Q8C_Hih,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c,försäkringsmäklare,http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c,http://data.jobtechdev.se/taxonomy/concept/nGhU_Rre_m4P,Försäkringsförmedlare/Försäkringsmäklare,http://data.jobtechdev.se/taxonomy/concept/nGhU_Rre_m4P,skos:exactMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/3j5w_jGS_use,Försäkringshandläggare,http://data.jobtechdev.se/taxonomy/concept/3j5w_jGS_use,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/enHm_aYy_8HD,Försäkringskonsulent,http://data.jobtechdev.se/taxonomy/concept/enHm_aYy_8HD,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/bYWK_9QG_4Gr,Försäkringsombud,http://data.jobtechdev.se/taxonomy/concept/bYWK_9QG_4Gr,skos:narrowMatch,
http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c,försäkringsmäklare,http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c,http://data.jobtechdev.se/taxonomy/concept/1oPB_E5L_n8e,Försäkringsrådgivare/Försäkringssäljare,http://data.jobtechdev.se/taxonomy/concept/1oPB_E5L_n8e,skos:exactMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/RXmH_rsM_2vB,Försäkringsspecialist,http://data.jobtechdev.se/taxonomy/concept/RXmH_rsM_2vB,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/NXvm_ETm_ouA,Försäkringstjänsteman,http://data.jobtechdev.se/taxonomy/concept/NXvm_ETm_ouA,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/FktE_tyV_Sch,"Kundtjänsteman, försäkring",http://data.jobtechdev.se/taxonomy/concept/FktE_tyV_Sch,skos:narrowMatch,
http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,"konsult, försäkringsrisker",http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,http://data.jobtechdev.se/taxonomy/concept/FBaw_Y6d_74f,Riskbedömare,http://data.jobtechdev.se/taxonomy/concept/FBaw_Y6d_74f,skos:exactMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/FBaw_Y6d_74f,Riskbedömare,http://data.jobtechdev.se/taxonomy/concept/FBaw_Y6d_74f,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/mc3K_cgg_33E,"Riskingenjör, försäkring",http://data.jobtechdev.se/taxonomy/concept/mc3K_cgg_33E,skos:narrowMatch,
http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,"konsult, försäkringsrisker",http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,http://data.jobtechdev.se/taxonomy/concept/mc3K_cgg_33E,"Riskingenjör, försäkring",http://data.jobtechdev.se/taxonomy/concept/mc3K_cgg_33E,skos:closeMatch,
http://data.europa.eu/esco/isco/C3321,Försäkringssäljare och försäkringsrådgivare,http://data.europa.eu/esco/isco/C3321,http://data.jobtechdev.se/taxonomy/concept/zjp3_8ST_6rQ,Tarifferare,http://data.jobtechdev.se/taxonomy/concept/zjp3_8ST_6rQ,skos:narrowMatch,
http://data.europa.eu/esco/occupation/e937449a-d9e0-4ab7-9ea5-4d3ac673be6d,försäkringsgivare,http://data.europa.eu/esco/occupation/e937449a-d9e0-4ab7-9ea5-4d3ac673be6d,http://data.jobtechdev.se/taxonomy/concept/bXhQ_wQa_GE7,Underwriter,http://data.jobtechdev.se/taxonomy/concept/bXhQ_wQa_GE7,skos:exactMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/jsUx_ngg_Kz2,Innesäljare,http://data.jobtechdev.se/taxonomy/concept/jsUx_ngg_Kz2,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/ujWA_LfK_Kxk,Internationell säljare/Exportsäljare,http://data.jobtechdev.se/taxonomy/concept/ujWA_LfK_Kxk,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/kron_xtp_zCz,Mediasäljare,http://data.jobtechdev.se/taxonomy/concept/kron_xtp_zCz,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/csRX_KHF_KCS,Systemsäljare,http://data.jobtechdev.se/taxonomy/concept/csRX_KHF_KCS,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/QLwS_aMP_Jcu,Säljledare,http://data.jobtechdev.se/taxonomy/concept/QLwS_aMP_Jcu,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3322,Företagssäljare,http://data.europa.eu/esco/isco/C3322,http://data.jobtechdev.se/taxonomy/concept/BqKN_SBM_qgT,Säljkonsulent,http://data.jobtechdev.se/taxonomy/concept/BqKN_SBM_qgT,skos:narrowMatch,
http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,utesäljare,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,http://data.jobtechdev.se/taxonomy/concept/p17k_znk_osi,Fältsäljare/Utesäljare,http://data.jobtechdev.se/taxonomy/concept/p17k_znk_osi,skos:exactMatch,
http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,inköpare,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,http://data.jobtechdev.se/taxonomy/concept/KVVN_sqH_Wpz,Inköpare,http://data.jobtechdev.se/taxonomy/concept/KVVN_sqH_Wpz,skos:exactMatch,
http://data.europa.eu/esco/isco/C3323,Inköpare och upphandlare,http://data.europa.eu/esco/isco/C3323,http://data.jobtechdev.se/taxonomy/concept/ft1Q_AAn_4Sn,Inköpsingenjör,http://data.jobtechdev.se/taxonomy/concept/ft1Q_AAn_4Sn,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3323,Inköpare och upphandlare,http://data.europa.eu/esco/isco/C3323,http://data.jobtechdev.se/taxonomy/concept/SC3s_eyP_pm5,Inköpsledare,http://data.jobtechdev.se/taxonomy/concept/SC3s_eyP_pm5,skos:narrowMatch,
http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08,inköpsplanerare,http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08,http://data.jobtechdev.se/taxonomy/concept/tyjn_6qY_Ked,Inköpsplanerare,http://data.jobtechdev.se/taxonomy/concept/tyjn_6qY_Ked,skos:exactMatch,
http://data.europa.eu/esco/isco/C3323,Inköpare och upphandlare,http://data.europa.eu/esco/isco/C3323,http://data.jobtechdev.se/taxonomy/concept/Gm4B_d2x_9JQ,Inköpstekniker,http://data.jobtechdev.se/taxonomy/concept/Gm4B_d2x_9JQ,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3323,Inköpare och upphandlare,http://data.europa.eu/esco/isco/C3323,http://data.jobtechdev.se/taxonomy/concept/ryH6_MAv_QWb,Upphandlare,http://data.jobtechdev.se/taxonomy/concept/ryH6_MAv_QWb,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3323,Inköpare och upphandlare,http://data.europa.eu/esco/isco/C3323,http://data.jobtechdev.se/taxonomy/concept/p9K8_cxP_Lb4,Uppköpare,http://data.jobtechdev.se/taxonomy/concept/p9K8_cxP_Lb4,skos:narrowMatch,
http://data.europa.eu/esco/occupation/4b72d306-9781-434d-8522-1fcaf892cdce,sjötransportör,http://data.europa.eu/esco/occupation/4b72d306-9781-434d-8522-1fcaf892cdce,http://data.jobtechdev.se/taxonomy/concept/7sWW_Zpv_wy1,Befraktningsmäklare,http://data.jobtechdev.se/taxonomy/concept/7sWW_Zpv_wy1,skos:exactMatch,
http://data.europa.eu/esco/occupation/94adbb11-1c90-4092-ae91-781e8a55865d,skeppsmäklare,http://data.europa.eu/esco/occupation/94adbb11-1c90-4092-ae91-781e8a55865d,http://data.jobtechdev.se/taxonomy/concept/qDw5_XPn_F2J,Skeppsmäklare,http://data.jobtechdev.se/taxonomy/concept/qDw5_XPn_F2J,skos:exactMatch,
http://data.europa.eu/esco/isco/C3324,Agenter m.fl.,http://data.europa.eu/esco/isco/C3324,http://data.jobtechdev.se/taxonomy/concept/BUAT_LD1_4pf,Super cargo,http://data.jobtechdev.se/taxonomy/concept/BUAT_LD1_4pf,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3324,Agenter m.fl.,http://data.europa.eu/esco/isco/C3324,http://data.jobtechdev.se/taxonomy/concept/Xzqy_Ahf_Wo2,Flygmäklare,http://data.jobtechdev.se/taxonomy/concept/Xzqy_Ahf_Wo2,skos:narrowMatch,
http://data.europa.eu/esco/isco/C3324,Agenter m.fl.,http://data.europa.eu/esco/isco/C3324,http://data.jobtechdev.se/taxonomy/concept/o3TL_9xT_x6K,"Handelsagent, partihandel",http://data.jobtechdev.se/taxonomy/concept/o3TL_9xT_x6K,skos:narrowMatch,
http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,speditör,http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,http://data.jobtechdev.se/taxonomy/concept/V3jh_npN_Tx2,Exportspeditör,http://data.jobtechdev.se/taxonomy/concept/V3jh_npN_Tx2,skos:narrowMatch,
http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d,skeppsklarerare,http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d,http://data.jobtechdev.se/taxonomy/concept/eXwZ_gVJ_39q,Fartygsagent/Fartygsklarerare,http://data.jobtechdev.se/taxonomy/concept/eXwZ_gVJ_39q,skos:exactMatch,
http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,speditör,http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,http://data.jobtechdev.se/taxonomy/concept/vprP_zZQ_eqs,Flygspeditör,http://data.jobtechdev.se/taxonomy/concept/vprP_zZQ_eqs,skos:narrowMatch,
http://data.europa.eu/esco/occupation/61b859ed-24d8-48cf-9c1b-67d7a6c62bb5,importspeditör,http://data.europa.eu/esco/occupation/61b859ed-24d8-48cf-9c1b-67d7a6c62bb5,http://data.jobtechdev.se/taxonomy/concept/7UdN_oy5_8pP,Importspeditör,http://data.jobtechdev.se/taxonomy/concept/7UdN_oy5_8pP,skos:exactMatch,
http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,speditör,http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca,http://data.jobtechdev.se/taxonomy/concept/77vi_dL6_FZR,"Köp- och försäljningsmäklare, fartyg",http://data.jobtechdev.se/taxonomy/concept/77vi_dL6_FZR,skos:narrowMatch,
