Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Mapping project name,ESCO - SE NOC,,,,,,
Mapping project author,default-author,,,,,,
Mapping project version,,,,,,,
Mapping project version date,csv_generator$today@1751f89f,,,,,,
Classification 1 Name,Esco - yrken,,,,,,
Classification 1 Concept type,Occupation,,,,,,
Classification 1 Version,1.1.1,,,,,,
Classification 1 Language,sv,,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,,
Classification 2 Name,Swedish Standard Classification of Occupations 2012,,,,,,
Classification 2 Concept type,Occupation,,,,,,
Classification 2 Version,18,,,,,,
Classification 2 Language,sv,,,,,,
Classification 2 Landing page,https://atlas.jobtechdev.se/,,,,,,
,,,,,,,
,,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note
http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,"kiropraktor, specialist",http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,http://data.jobtechdev.se/taxonomy/concept/oBzD_Pym_iqC,Kiropraktor,http://data.jobtechdev.se/taxonomy/concept/oBzD_Pym_iqC,skos:exactMatch,
http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,"röntgentekniker, diagnostik",http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,http://data.jobtechdev.se/taxonomy/concept/UZNy_RhJ_TNM,Röntgentekniker,http://data.jobtechdev.se/taxonomy/concept/UZNy_RhJ_TNM,skos:broadMatch,
http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,"röntgentekniker, nukleärmedicin",http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,http://data.jobtechdev.se/taxonomy/concept/UZNy_RhJ_TNM,Röntgentekniker,http://data.jobtechdev.se/taxonomy/concept/UZNy_RhJ_TNM,skos:broadMatch,
http://data.europa.eu/esco/occupation/a9e54177-a185-404d-b6e6-15663d31137e,"röntgentekniker, radioterapi",http://data.europa.eu/esco/occupation/a9e54177-a185-404d-b6e6-15663d31137e,http://data.jobtechdev.se/taxonomy/concept/ztEq_Vts_77r,Röntgensjuksköterska,http://data.jobtechdev.se/taxonomy/concept/ztEq_Vts_77r,skos:exactMatch,
http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,biträdande lektor,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,http://data.jobtechdev.se/taxonomy/concept/9kWY_X1U_RyC,Universitets- och högskolelektor,http://data.jobtechdev.se/taxonomy/concept/9kWY_X1U_RyC,skos:exactMatch,
http://data.europa.eu/esco/occupation/54361270-bc5e-40fb-8f84-a0023a85cdf7,"instruktör, konstvetenskap",http://data.europa.eu/esco/occupation/54361270-bc5e-40fb-8f84-a0023a85cdf7,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,"lektor, antropologi",http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,"lektor, arkeologi",http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,"lektor, arkitektur",http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,"lektor, biologi",http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,"lektor, datavetenskap",http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,"lektor, nationalekonomi",http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,"lektor, farmaci",http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,"lektor, filosofi",http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,"lektor, fysik",http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,"lektor, företagsekonomi",http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,"lektor, geovetenskap",http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,"lektor, historia",http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,"lektor, hälso- och sjukvård",http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,"lektor, ingenjörsvetenskap",http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,"lektor, journalistik",http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,"lektor, juridik",http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,"lektor, kemi",http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,"lektor, klassiska språk",http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,"lektor, kommunikationsvetenskap",http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,"lektor, konstvetenskap",http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,"lektor, lingvistik",http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,"lektor, livsmedelsvetenskap",http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,"lektor, matematik",http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,"lektor, medicin",http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,"lektor, moderna språk",http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,"lektor, statsvetenskap",http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,"lektor, psykologi",http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,"lektor, religionsvetenskap",http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,"lektor, rymdvetenskap",http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,"lektor, socialt arbete",http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,"lektor, sociologi",http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,"lektor, tandläkarvetenskap",http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,"lektor, utbildningsstudier",http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2,"lektor, veterinärmedicin",http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,"lektor, vårdvetenskap",http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/78ed3811-f421-45e5-9574-31364c76af67,"lärare, danshögskola",http://data.europa.eu/esco/occupation/78ed3811-f421-45e5-9574-31364c76af67,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,"lärare, teaterhögskola",http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/88990bdf-4f6b-4411-82c9-9eecad1db8fb,musikinstruktör,http://data.europa.eu/esco/occupation/88990bdf-4f6b-4411-82c9-9eecad1db8fb,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,"universitetslektor, litteraturvetenskap",http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,Universitets- och högskolelärare,http://data.jobtechdev.se/taxonomy/concept/7Ew8_SeD_BKE,skos:broadMatch,
http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,yrkeslärare,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,http://data.jobtechdev.se/taxonomy/concept/Hob8_zfc_5ge,Yrkeslärare,http://data.jobtechdev.se/taxonomy/concept/Hob8_zfc_5ge,skos:exactMatch,
http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2,instruktör för flygledare,http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2,"instruktör, försvarsmakten",http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2,http://data.jobtechdev.se/taxonomy/concept/EsHf_niD_7PB,Specialistofficer,http://data.jobtechdev.se/taxonomy/concept/EsHf_niD_7PB,skos:exactMatch,
http://data.europa.eu/esco/occupation/b8139469-92cc-4f57-9e69-a0d9f7fc3817,"instruktör, räddningstjänsten",http://data.europa.eu/esco/occupation/b8139469-92cc-4f57-9e69-a0d9f7fc3817,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/68dd0dfc-c8b0-4fd0-9a6e-b0864925fa56,"instruktör, tågförare",http://data.europa.eu/esco/occupation/68dd0dfc-c8b0-4fd0-9a6e-b0864925fa56,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/39d7dca7-5e0b-4308-889e-9e3d22a3cb56,"instruktör, yrkesförare",http://data.europa.eu/esco/occupation/39d7dca7-5e0b-4308-889e-9e3d22a3cb56,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/6b304370-0112-4881-a1bd-27d8df645d00,polisutbildare,http://data.europa.eu/esco/occupation/6b304370-0112-4881-a1bd-27d8df645d00,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/0599d0e7-398f-464b-97bb-427686f27d50,sjöfartsinstruktör,http://data.europa.eu/esco/occupation/0599d0e7-398f-464b-97bb-427686f27d50,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/37c44fdd-eff0-4e16-b459-b3a81fe663ec,"yrkeslärare, cateringtjänster",http://data.europa.eu/esco/occupation/37c44fdd-eff0-4e16-b459-b3a81fe663ec,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/46354077-416f-4440-a0c3-dddee9031c05,"yrkeslärare, elektricitet och energi",http://data.europa.eu/esco/occupation/46354077-416f-4440-a0c3-dddee9031c05,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/591d1758-3036-407a-91f7-e0e1f5c9deea,"yrkeslärare, elektronik och automation",http://data.europa.eu/esco/occupation/591d1758-3036-407a-91f7-e0e1f5c9deea,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/9e1a31bf-2963-40f4-95af-cedc3fbac537,"yrkeslärare, formgivning och brukskonst",http://data.europa.eu/esco/occupation/9e1a31bf-2963-40f4-95af-cedc3fbac537,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/93f61216-b9c8-4051-bb1e-32839c1566c1,"yrkeslärare, frisör",http://data.europa.eu/esco/occupation/93f61216-b9c8-4051-bb1e-32839c1566c1,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/9a6d8a84-a8a9-4c9b-9ead-59a710e93759,"yrkeslärare, företagande och marknadsföring",http://data.europa.eu/esco/occupation/9a6d8a84-a8a9-4c9b-9ead-59a710e93759,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/3db35c88-bcb7-4de4-914a-9a9839a3c911,"yrkeslärare, företagsadministration",http://data.europa.eu/esco/occupation/3db35c88-bcb7-4de4-914a-9a9839a3c911,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e,"yrkeslärare, hotell- och restaurang",http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/e777fb61-16f5-476b-8262-578edfdb4d9d,"yrkeslärare, idrott",http://data.europa.eu/esco/occupation/e777fb61-16f5-476b-8262-578edfdb4d9d,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed,"yrkeslärare, jordbruk, skogsbruk och fiskeri",http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed,http://data.jobtechdev.se/taxonomy/concept/XKM9_4jL_bFa,Skogslärare/Skogsbrukslärare/Skogsbruksinstruktör,http://data.jobtechdev.se/taxonomy/concept/XKM9_4jL_bFa,skos:narrowMatch,
http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed,"yrkeslärare, jordbruk, skogsbruk och fiskeri",http://data.europa.eu/esco/occupation/91ba2935-f5c9-426d-8573-997b8b91e5ed,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921,"yrkeslärare, medicinsk laboratorieteknik",http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/4eada7b3-5026-4030-936b-4a80aed37252,"yrkeslärare, resor och turism",http://data.europa.eu/esco/occupation/4eada7b3-5026-4030-936b-4a80aed37252,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/4d6d9057-5167-4158-8bc1-cc2f89d73fd7,"yrkeslärare, skönhetsvård",http://data.europa.eu/esco/occupation/4d6d9057-5167-4158-8bc1-cc2f89d73fd7,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2,"yrkeslärare, transportteknik",http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b,"yrkeslärare, verkstads- och maskinpraktik",http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,Lärare i yrkesämnen,http://data.jobtechdev.se/taxonomy/concept/dnHn_7QE_eaL,skos:broadMatch,
