Mapping project name,ESCO - SE NSC;
Mapping project author,default-author;
Mapping project version,N/A;
Mapping project version date,45243;
Classification 1 Name,Esco - kompetenser;
Classification 1 Concept type,Skills;
Classification 1 Version,1.0.9;
Classification 1 Language,sv;
Classification 1 Landing page,https://ec.europa.eu/esco/portal/skill;
Classification 2 Name,Swedish skills;
Classification 2 Concept type,Skill;
Classification 2 Version,21;
Classification 2 Language,sv;
Classification 2 Landing page,https://atlas.jobtechdev.se/;
,;
,;
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note;
http://data.europa.eu/esco/skill/ae04aae5-968e-4b05-ae3a-a38d61964528,behandla blottad tandpulpa,,http://data.jobtechdev.se/taxonomy/concept/8GzZ_PU4_1oC,Endodonti/Rotbehandling,,skos:exactMatch,;
http://data.europa.eu/esco/skill/936a42f0-a586-4595-9e47-ca93210761fd,behandla bokningar,,http://data.jobtechdev.se/taxonomy/concept/zBNU_qqu_TbC,Besöksbokning,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/3413584b-a4e9-4f8d-b836-c9bfee0ed80b,behandla data från kontrollrum för järnvägsverksamhet,,http://data.jobtechdev.se/taxonomy/concept/7rAF_1kw_LqA,""Transportledning, spårburen trafik"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/0539bd09-531a-4857-b739-cfd0316e4c65,behandla djur på ett etiskt sätt,,http://data.jobtechdev.se/taxonomy/concept/FmhN_LEM_XAM,Djurskydd,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/415a2d8e-9923-4ace-818b-37cee1f5096a,behandla dysfagi,,http://data.jobtechdev.se/taxonomy/concept/jjpw_CXh_2es,""Sväljsvårigheter, behandling"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/a196d64e-214a-4be3-9451-88eadb0498cd,behandla endokrina störningar,,http://data.jobtechdev.se/taxonomy/concept/wcGF_ouA_knh,Endokrinologi och diabetologi,,skos:broadMatch,;
http://data.europa.eu/esco/skill/e71e0f4d-4ae7-42c9-bf71-ca5126727477,behandla fisksjukdomar,,http://data.jobtechdev.se/taxonomy/concept/Fnfm_j5U_wTX,Fiskodling,,skos:broadMatch,;
http://data.europa.eu/esco/skill/ad46d091-cb47-419b-acd4-a2d737862dfe,behandla fläckar före kemtvätt,,http://data.jobtechdev.se/taxonomy/concept/odqP_Cwo_Jm8,Kemtvätt,,skos:broadMatch,;
http://data.europa.eu/esco/skill/ff9eeebf-d4c8-487f-8cd4-aa22cc471588,behandla fordonstextilier,,http://data.jobtechdev.se/taxonomy/concept/k9pW_awM_Kmy,Rekonditionering,,skos:exactMatch,;
http://data.europa.eu/esco/skill/24e3d6ad-3357-4c6e-af8d-909f0e22f1bf,behandla karies,,http://data.jobtechdev.se/taxonomy/concept/Msbw_VmW_pGi,Munhälsovård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/8417ca3f-dedc-4bc8-b86f-4e8009ce00f5,behandla kuvert,,,,,no relation,;
http://data.europa.eu/esco/skill/872bde22-f1c4-4416-8e3e-f2813312e81b,behandla låneansökningar,,http://data.jobtechdev.se/taxonomy/concept/YghK_oqa_Xi8,Varubelåning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/1fd51289-0490-409f-8074-08af9382b7d0,behandla med föreskrivna herbicider,,http://data.jobtechdev.se/taxonomy/concept/zve2_ooW_xhy,Skogsvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/aee372b2-0587-48ba-85dd-05cbd1779f81,behandla med strålbehandling,,http://data.jobtechdev.se/taxonomy/concept/hCoN_BA4_Vie,Radioterapi/Strålbehandling,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c2aa438c-4f6d-41d4-8146-f899dfb4d1f1,behandla medicinska tillstånd hos äldre,,http://data.jobtechdev.se/taxonomy/concept/GkJU_4dd_Cit,Diabetesvård,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c2aa438c-4f6d-41d4-8146-f899dfb4d1f1,behandla medicinska tillstånd hos äldre,,http://data.jobtechdev.se/taxonomy/concept/hqYJ_jyZ_Ks8,Demensvård,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/f9bbab67-c475-48ee-9b8b-547d69f90c60,behandla medicinska tillstånd med konstterapi,,http://data.jobtechdev.se/taxonomy/concept/mxzF_E88_mBS,Bildterapi,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/b569f765-86f6-44af-89ca-aed6e4f6be7d,behandla neurologiska störningar,,http://data.jobtechdev.se/taxonomy/concept/yG9A_NkA_Xnc,""Neurologi, fysioterapi"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/d5fa1ed6-6cd8-41b9-8e78-2ba168ff3457,behandla order från e-handelsbutik,,http://data.jobtechdev.se/taxonomy/concept/ZF9w_knj_7cW,Ordermottagning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/e0607ffd-586e-4d70-ae88-5998bfa21dda,behandla ordersedlar med kundinformation,,http://data.jobtechdev.se/taxonomy/concept/hYpk_RYx_y3V,Kassavana,,skos:broadMatch,;
http://data.europa.eu/esco/skill/5bbe85bd-6210-49bd-8c7a-6bf6329df211,behandla patienters naglar,,http://data.jobtechdev.se/taxonomy/concept/5APZ_gLs_AB4,Fotvård/Pedikyr,,skos:closeMatch,;
http://data.europa.eu/esco/skill/3578782a-fbbd-4183-a97c-1e69ef93bad6,behandla problem i hårbotten,,http://data.jobtechdev.se/taxonomy/concept/W1DU_LPz_fEs,Hårvårdsprodukter,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3578782a-fbbd-4183-a97c-1e69ef93bad6,behandla problem i hårbotten,,http://data.jobtechdev.se/taxonomy/concept/AABX_dHc_UrX,Frisörkemi,,skos:broadMatch,;
http://data.europa.eu/esco/skill/de8605cd-66fe-47b0-ba49-ff15a30f69cf,behandla skägg och mustascher,,http://data.jobtechdev.se/taxonomy/concept/VczR_HmG_PmN,Rakning och trimning av skägg,,skos:exactMatch,;
http://data.europa.eu/esco/skill/da179276-69c8-47bc-a925-215bd7830179,behandla smärta hos djur,,http://data.jobtechdev.se/taxonomy/concept/wwZR_EhP_hiA,Smärtlindring,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/1273b436-800b-49f5-91ad-82e22f5ebe57,behandla snarkproblem,,http://data.jobtechdev.se/taxonomy/concept/WBhS_w1X_B3f,""Öron-, näs- och halssjukdomar"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,behandla talstörningar,,http://data.jobtechdev.se/taxonomy/concept/mEiy_1mq_y4b,""Röststörningar, behandling"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,behandla talstörningar,,http://data.jobtechdev.se/taxonomy/concept/CJD5_wjV_3xw,""Läs- och skrivsvårigheter, behandling/Dyslexi, behandling"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,behandla talstörningar,,http://data.jobtechdev.se/taxonomy/concept/jjpw_CXh_2es,""Sväljsvårigheter, behandling"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,behandla talstörningar,,http://data.jobtechdev.se/taxonomy/concept/vJW5_MMn_3T5,""Språkstörningar, behandling"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,behandla talstörningar,,http://data.jobtechdev.se/taxonomy/concept/GEsm_TRn_9c8,""Talstörningar, behandling"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/2f1b740a-8b2c-48c0-a38a-64d347370d1f,behandla tandlösa patienter,,http://data.jobtechdev.se/taxonomy/concept/cwW4_SJk_zvh,Oral protetik,,skos:closeMatch,;
http://data.europa.eu/esco/skill/5986140f-daac-4a44-9c77-756db279e3ac,behandla trauma med kirurgiska ingrepp,,,,,no relation,;
http://data.europa.eu/esco/skill/25410a05-6907-4a4e-ab99-f2ace65fdfce,behandla tryckplåtar med färg,,http://data.jobtechdev.se/taxonomy/concept/z7Z3_6Ju_AJg,Plantryck,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/815d1585-1706-4d01-b178-535df35bf403,behandla trä,,http://data.jobtechdev.se/taxonomy/concept/UPx7_WPj_h9V,Ytbehandling av träytor,,skos:closeMatch,;
http://data.europa.eu/esco/skill/48391ec6-42ba-4093-acf4-c7673b0c07f4,behandla åtgärdsinstruktioner,,,,,no relation,;
http://data.europa.eu/esco/skill/318b9d99-b9ed-49e4-9cd0-2eba6e88dbf4,behandling av skelning,,http://data.jobtechdev.se/taxonomy/concept/v97o_t6r_1oN,Ögonsjukvård,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/05515233-5b76-481e-af0c-369142c2f86b,""behandling av öron-, näs- och halssjukdomar"",,http://data.jobtechdev.se/taxonomy/concept/WBhS_w1X_B3f,""Öron-, näs- och halssjukdomar"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88,behandling inom klinisk psykologi,,http://data.jobtechdev.se/taxonomy/concept/SdUN_U1M_aqG,Psykologisk traumabehandling,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88,behandling inom klinisk psykologi,,http://data.jobtechdev.se/taxonomy/concept/3Y9v_Urp_QGn,""KBT, samtalsterapi"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88,behandling inom klinisk psykologi,,http://data.jobtechdev.se/taxonomy/concept/YSTT_c61_xv3,""Psykosomatik, psykologisk behandlingserfarenhet"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88,behandling inom klinisk psykologi,,http://data.jobtechdev.se/taxonomy/concept/ecnD_hDr_QSy,Habiliteringspsykologi,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/8a9e00a5-b795-4cde-b744-ec2f2ce4ed88,behandling inom klinisk psykologi,,http://data.jobtechdev.se/taxonomy/concept/nRHk_Nkv_zqk,Klinisk psykologi,,skos:exactMatch,;
"http://data.europa.eu/esco/skill/edf5a26c-8a71-4683-99b1-a8f567a603e2,behålla brukarnas förtroende,,http://data.jobtechdev.se/taxonomy/concept/SfoE_zq7_ADN,""Social service och omsorg, områdeskunskap"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/f95e5adc-72e0-4360-85b9-b302a909952b,behålla testskivor,,,,,no relation,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/KFyd_zgS_6aw,Skrivtolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/4gqm_Prd_THw,Sjukvårdstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/4End_C8e_2az,Konferenstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/DyVQ_otM_g9N,Social- och försäkringstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/AwJA_e1C_2ge,Handskrifttolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/ESkY_URR_Au8,Arbetsmarknadstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/3bJD_mGi_una,Simultantolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/tDd3_iB1_Vgt,Teckenspråkstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/RHeM_P9i_PJb,Kontakttolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/JEkW_rqS_ojk,TSS-tolkning (Tecken som Stöd),,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/7rnj_4kf_M3R,Utbildningstolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/J8KQ_ioT_uXK,Syntolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/3TPm_t2J_5fM,Dövblindtolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/3ab10725-db47-403a-babe-11b5ec4bad22,behärska språkregler,,http://data.jobtechdev.se/taxonomy/concept/PMe4_nz4_xz8,Konsekutivtolkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/a15e06f6-9562-465f-b6bd-549becd67633,beklädnadsindustri,,http://data.jobtechdev.se/taxonomy/concept/agGK_Zte_X2y,Kläder/Mode,,skos:broadMatch,;
http://data.europa.eu/esco/skill/3bb15854-8428-4357-9c9c-c7dbe10e4145,bekräfta patienters reaktioner på terapi,,http://data.jobtechdev.se/taxonomy/concept/sdad_xS5_eZi,Individualterapi,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/3f3d0559-5200-4410-9b83-151a5075b9e2,bekämpa bränder,,http://data.jobtechdev.se/taxonomy/concept/YFLE_1xA_peL,""Räddningstjänst, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/08881cb7-5331-4b11-9442-4d7c9fce749e,bekämpa skadegörare,,http://data.jobtechdev.se/taxonomy/concept/XaJV_v7o_vgX,Skadedjursbekämpning,,skos:exactMatch,;
http://data.europa.eu/esco/skill/2a910a87-2253-404c-b75d-05af9b3363e3,bekämpa skogssjukdomar,,http://data.jobtechdev.se/taxonomy/concept/zve2_ooW_xhy,Skogsvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/bbf58b2f-8c32-42b8-ad01-91c5ab5eeaea,bekämpa vegetation,,http://data.jobtechdev.se/taxonomy/concept/zve2_ooW_xhy,Skogsvård,,skos:broadMatch,;
http://data.europa.eu/esco/skill/5b6abc4b-0cfe-4178-845d-479da3d2d699,bekämpningsmedel,,http://data.jobtechdev.se/taxonomy/concept/4hpC_iEf_rfE,Bekämpningsmedel,,skos:exactMatch,;
http://data.europa.eu/esco/skill/9dea0656-bc8a-436c-bb78-e29b0f5ef317,bekämpningsmedels effekter på livsmedelsråvaror,,http://data.jobtechdev.se/taxonomy/concept/4hpC_iEf_rfE,Bekämpningsmedel,,skos:broadMatch,;
http://data.europa.eu/esco/skill/2967e6cf-1998-49d1-ba13-d8ec6ac787b8,below the line-metod,,http://data.jobtechdev.se/taxonomy/concept/DXNc_cU4_j4N,Marknadsföring/Marknadskommunikation,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/7ZBy_rjJ_BC3,Pulverlackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/Mq79_RZr_RK8,Industrilackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/HS8J_FaG_3AG,Lastbilslackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/eWYX_EW3_RMj,Skåplackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/VKz9_kEu_Fm1,Konstruktionsmålning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/6Eju_UXW_3Ct,Lackbränning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/rr11_hRs_CNU,Våtlackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/UmrF_gc3_XBh,Personbilslackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/GzaG_UuH_EdY,Motivlackering,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/c45abcc4-fd9e-4c0b-925d-0732d4b202df,beläggning med lackeringsfärg,,http://data.jobtechdev.se/taxonomy/concept/6qAU_LAU_Ldo,Ridålackering,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/b77e7d1c-cbab-4fa8-95b9-6fc804786d2b,bemanna spelskift,,http://data.jobtechdev.se/taxonomy/concept/BBb8_NqE_3Tg,""Verksamhetsledning, spel/vadhållning/lotteri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/f8e5f1fd-82ee-45c0-b179-399d8e9a22aa,bemöta svårhanterliga personer,,,,,no relation,;
http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengali,,http://data.jobtechdev.se/taxonomy/concept/GBG3_87R_ux1,Bengali/Bengaliska,,skos:exactMatch,;
http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berberspråk,,http://data.jobtechdev.se/taxonomy/concept/QTC1_ADL_T85,Berberiska/Berberspråk,,skos:exactMatch,;
"http://data.europa.eu/esco/skill/0c9ecb19-b8d6-4f2d-9d8e-1702ec30b5dc,bereda fisk,,http://data.jobtechdev.se/taxonomy/concept/NCms_mtw_cBD,""Fileteringsvana, fisk/Fileteringsvana, kött"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/0c9ecb19-b8d6-4f2d-9d8e-1702ec30b5dc,bereda fisk,,http://data.jobtechdev.se/taxonomy/concept/xxMe_abi_itx,Fiskberedning,,skos:exactMatch,;
"http://data.europa.eu/esco/skill/db7d4f63-5288-4876-be2a-48cbf1fc01fc,bereda kött,,http://data.jobtechdev.se/taxonomy/concept/7Rku_rpo_no9,""Kött, styckningsvana"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/db7d4f63-5288-4876-be2a-48cbf1fc01fc,bereda kött,,http://data.jobtechdev.se/taxonomy/concept/5F1D_zuk_ryU,""Kött, fileteringsvana"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/23b355ee-94db-4831-b16d-935adc5de1cd,bereda kött för rätter,,http://data.jobtechdev.se/taxonomy/concept/5F1D_zuk_ryU,""Kött, fileteringsvana"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/23b355ee-94db-4831-b16d-935adc5de1cd,bereda kött för rätter,,http://data.jobtechdev.se/taxonomy/concept/7Rku_rpo_no9,""Kött, styckningsvana"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/26818ab1-0ee9-4f70-9a81-396682952aad,bereda latexblandningar,,http://data.jobtechdev.se/taxonomy/concept/Rtef_oWE_Ed9,""Maskinskötsel, gummi- och plastindustri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/ad32ac81-7dff-48c0-ac27-062d62b08861,bereda läkemedel utifrån förskrivning,,http://data.jobtechdev.se/taxonomy/concept/26DW_RVn_42Q,Läkemedelsrådgivning,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,bereda oljor,,http://data.jobtechdev.se/taxonomy/concept/i3kd_fCX_jxz,""Maskinskötsel, livsmedelsindustri"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/c1426b24-221f-4186-998a-9b32e2fc0c06,bereda radiofarmaka,,http://data.jobtechdev.se/taxonomy/concept/vi5t_1Ty_Saz,""Radioterapi, medicintekniskt område ingenjör"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/fad85f11-e21d-41f4-b221-2f8ab318d4ed,bereda äggprodukter för att använda i matlagning,,http://data.jobtechdev.se/taxonomy/concept/Dxqv_2WA_TYt,Restaurangkök,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c96c2080-1654-4787-a2bf-895d0adc31c9,beredskapsplan för rymning,,http://data.jobtechdev.se/taxonomy/concept/j53D_o7U_Xkm,Vattenbruksteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/c96c2080-1654-4787-a2bf-895d0adc31c9,beredskapsplan för rymning,,,,,no relation,;
http://data.europa.eu/esco/skill/9f506a34-88b8-4d63-bff9-57ab125e1b0c,berika grundtanken,,,,,no relation,;
http://data.europa.eu/esco/skill/fdfa44f7-2f10-4fba-8ade-df0a1fb77abd,beräkna akvatiska resursers tillväxthastighet,,http://data.jobtechdev.se/taxonomy/concept/j53D_o7U_Xkm,Vattenbruksteknik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/cec26c41-e42a-4ede-a692-ba3112f2fae9,beräkna andelen tobaksremsor i olika storlekar i cigaretter,,http://data.jobtechdev.se/taxonomy/concept/Jdjt_Hmo_jVW,""Maskinskötsel, tobaksindustri"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/e8664a7b-aef5-4db7-89c6-fe50ba22ef07,beräkna arbetstid för tillverkning,,http://data.jobtechdev.se/taxonomy/concept/PL1m_xg5_QsL,""Utskärning, skinn och läder"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/644fce93-9abb-498d-9fbe-19dafc66dfbc,""beräkna betalningar för värme-, vatten-, gas- och elförbrukning"",,http://data.jobtechdev.se/taxonomy/concept/NVJp_Q2G_4nF,""Verksamhetsledning, elverk"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/644fce93-9abb-498d-9fbe-19dafc66dfbc,""beräkna betalningar för värme-, vatten-, gas- och elförbrukning"",,http://data.jobtechdev.se/taxonomy/concept/muf8_Fom_6F4,""Verksamhetsledning, vattenverk"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/644fce93-9abb-498d-9fbe-19dafc66dfbc,""beräkna betalningar för värme-, vatten-, gas- och elförbrukning"",,http://data.jobtechdev.se/taxonomy/concept/FfJq_b4n_DMM,""Verksamhetsledning, värmeverk"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/ebab1997-4e08-4c9a-a3be-3a32fe3b5aa1,beräkna bevattningstryck,,http://data.jobtechdev.se/taxonomy/concept/TKoo_ucY_7Xh,Bevattningsteknik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/e8f25c61-547e-44c0-abbc-f273fcc449b0,beräkna bränsleförsäljning från pumpar,,http://data.jobtechdev.se/taxonomy/concept/Td4F_YtH_u6S,""Butiksvana, fackhandel"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/6ef333e9-9677-4902-af8d-6581e77f8e44,beräkna cigaretters genomsnittliga vikt,,http://data.jobtechdev.se/taxonomy/concept/Jdjt_Hmo_jVW,""Maskinskötsel, tobaksindustri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/995bf279-5055-4eed-910b-ccc927074658,beräkna den mängd sprängämnen som behövs,,http://data.jobtechdev.se/taxonomy/concept/yeFp_n8z_oKy,Datoriserad sprängberäkning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/06ddc929-2f34-46e0-92ef-784fd1c48783,beräkna den optimala tidpunkten för insemination,,http://data.jobtechdev.se/taxonomy/concept/DoHV_moJ_7b3,Inseminering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/72e88c2d-855d-4dbd-b06c-0e1ca748be5e,beräkna designkostnader,,http://data.jobtechdev.se/taxonomy/concept/uwev_L2n_fpz,Produktutveckling,,skos:broadMatch,;
http://data.europa.eu/esco/skill/a4e50b95-8962-4408-81f9-f5de71461276,beräkna förmåner för anställda,,http://data.jobtechdev.se/taxonomy/concept/zkwp_b3X_jLZ,Socialförsäkringar,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0a53f6b2-9205-4505-93fb-480e163cdc2f,beräkna försäkringspremier,,http://data.jobtechdev.se/taxonomy/concept/vfic_sMY_J8d,Försäkringsmatematik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/7849ac25-1166-4b96-955e-a754e72fdd4c,beräkna försäljningsprovision,,http://data.jobtechdev.se/taxonomy/concept/WCWw_wZz_8iv,Löneadministration,,skos:broadMatch,;
http://data.europa.eu/esco/skill/434e926b-89bb-4720-a5c6-65ddb8e733b5,beräkna garnnummer,,http://data.jobtechdev.se/taxonomy/concept/TDBP_nyK_iKL,Garntillverkning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/fcf890ba-3b77-4c16-851a-82895e8bac9f,beräkna gravyrdimensioner,,http://data.jobtechdev.se/taxonomy/concept/1Zae_yeU_Rvn,Handgravyr,,skos:broadMatch,;
http://data.europa.eu/esco/skill/fcf890ba-3b77-4c16-851a-82895e8bac9f,beräkna gravyrdimensioner,,http://data.jobtechdev.se/taxonomy/concept/yax8_gqV_zWi,Maskingravyr,,skos:broadMatch,;
http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d,beräkna gårdens kostnader,,http://data.jobtechdev.se/taxonomy/concept/ctn3_Kvt_7Q2,Ekonomiplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/47ae7b24-3fe0-47e0-b0ea-825ebc10e18c,beräkna inköpsnivåer för råmaterial,,,,,no relation,;
"http://data.europa.eu/esco/skill/b957fa5e-2efe-44ab-ac14-13371e7554d2,beräkna kemiska koncentrationer,,http://data.jobtechdev.se/taxonomy/concept/CgSF_umG_Epv,""Maskinskötsel, kemisk-teknisk industri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/8ec9ec6a-d8f2-41e8-a965-09e9d6170308,beräkna kostnad för golv- och väggbeläggning,,http://data.jobtechdev.se/taxonomy/concept/6Goq_h3R_mbw,Byggnadsvaror,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/8ec9ec6a-d8f2-41e8-a965-09e9d6170308,beräkna kostnad för golv- och väggbeläggning,,http://data.jobtechdev.se/taxonomy/concept/iaYF_Mzc_9wq,""Golv, produktkunskap"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/ab20726a-14dd-4536-9aa1-6166bc1a5832,beräkna kostnad för programvara,,http://data.jobtechdev.se/taxonomy/concept/A5HJ_aMw_BQt,Mjukvaruutveckling,,skos:broadMatch,;
