Mapping project name,ESCO - SE NSC;
Mapping project author,default-author;
Mapping project version,N/A;
Mapping project version date,45243;
Classification 1 Name,Esco - kompetenser;
Classification 1 Concept type,Skills;
Classification 1 Version,1.0.9;
Classification 1 Language,sv;
Classification 1 Landing page,https://ec.europa.eu/esco/portal/skill;
Classification 2 Name,Swedish skills;
Classification 2 Concept type,Skill;
Classification 2 Version,21;
Classification 2 Language,sv;
Classification 2 Landing page,https://atlas.jobtechdev.se/;
,;
,;
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation,Editorial note;
"http://data.europa.eu/esco/skill/94f5e909-48c5-4782-9005-84d793dd01ba,leda hamnverksamhet,,http://data.jobtechdev.se/taxonomy/concept/Ghj3_9BH_FWe,""Verksamhetsledning, hamn"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/c6e05357-9a38-46d1-89e3-a6e7abcbdd1c,leda hobbytillverkning,,http://data.jobtechdev.se/taxonomy/concept/Fiyw_2Zs_fJk,Fritidspedagogik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/c6e05357-9a38-46d1-89e3-a6e7abcbdd1c,leda hobbytillverkning,,http://data.jobtechdev.se/taxonomy/concept/MaYZ_6Wo_1QK,""Undervisning, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/f0b3027b-711e-423c-b8cf-c045f42e1523,leda hobbyverksamhet,,http://data.jobtechdev.se/taxonomy/concept/kb9z_LG1_CZE,Ungdomsverksamhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/90a7db00-9262-482d-b50c-12d12b7a7d98,leda hälsofrämjande insatser,,http://data.jobtechdev.se/taxonomy/concept/PzXz_1Nv_j1M,Hälsopsykologi,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/6a899482-8bcf-40ca-ae67-579a1cc467ab,leda ingenjörsprojekt,,http://data.jobtechdev.se/taxonomy/concept/3TSx_fJE_Z26,""Projektledning, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/f9d70f2a-c3f0-475d-ac55-dc2e2ba856e8,leda inspektioner,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/502b4d8d-eb4f-4427-a82f-651549b98a3d,leda installation av hiss,,http://data.jobtechdev.se/taxonomy/concept/ZG3L_BCe_WYv,Hissmontering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0e503b48-5491-4529-879e-b112251f8d50,leda installationen av infrastruktur för evenemang,,http://data.jobtechdev.se/taxonomy/concept/CrTX_qgG_frX,Eventarrangemang,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7,leda IT-projekt,,http://data.jobtechdev.se/taxonomy/concept/Pk2j_jXV_Y3j,""Projektledning, IT"",,skos:exactMatch,";
"http://data.europa.eu/esco/skill/263782c1-c65d-458a-ae67-8526ccf214f5,leda jordbrukspersonal,,http://data.jobtechdev.se/taxonomy/concept/NXwB_MUp_XA6,""Driftledning, lantbruk"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,leda järnvägsbyggnadsprojekt,,http://data.jobtechdev.se/taxonomy/concept/PU86_3ea_LUQ,Byggledning,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,leda järnvägsbyggnadsprojekt,,http://data.jobtechdev.se/taxonomy/concept/3TSx_fJE_Z26,""Projektledning, erfarenhet"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533,leda järnvägsbyggnadsprojekt,,http://data.jobtechdev.se/taxonomy/concept/g2yR_Gdi_LUN,""Produktionsledning, anläggningsteknik"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/cc5ba652-736c-401c-bb5d-de17990ed619,leda kamerateamet,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/cabaefbf-37f5-4bb1-a319-9683431b2f33,leda kasinopersonal,,http://data.jobtechdev.se/taxonomy/concept/wgzB_u3o_4ZM,Kasinoverksamhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/cabaefbf-37f5-4bb1-a319-9683431b2f33,leda kasinopersonal,,http://data.jobtechdev.se/taxonomy/concept/eThQ_HCv_mY6,Personalplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/2c16803f-3d2e-4c4d-84c3-c1d82243abc5,leda kiropraktisk personal,,http://data.jobtechdev.se/taxonomy/concept/YuEb_eNX_YFZ,Kiropraktorexamen,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/2c16803f-3d2e-4c4d-84c3-c1d82243abc5,leda kiropraktisk personal,,http://data.jobtechdev.se/taxonomy/concept/HdYx_psN_F8h,""Verksamhetsledning, vård"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/e6d8fc29-3217-45e7-b36e-9abb6d39f5a9,leda kliniska farmakologiska studier,,http://data.jobtechdev.se/taxonomy/concept/cegr_WSz_Fm2,Klinisk farmakologi,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/2c33fda8-389d-4871-948d-46fc1eb0c161,leda konstnärliga projekt,,http://data.jobtechdev.se/taxonomy/concept/avP6_rGH_Fgc,""Projektledning, kultur"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/2c33fda8-389d-4871-948d-46fc1eb0c161,leda konstnärliga projekt,,http://data.jobtechdev.se/taxonomy/concept/FkVo_xRx_nJ3,Balettlibretto,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/aa6a8f15-75aa-48ab-a1ca-413d43b23c43,leda konstruktion av anläggningar för läkemedelstillverkning,,http://data.jobtechdev.se/taxonomy/concept/3i6s_BB6_E3X,Läkemedelsteknik,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/056f3e1e-ba27-4498-9fd1-c22ae04dbf3a,leda kontorspersonal inom hälso- och sjukvården,,http://data.jobtechdev.se/taxonomy/concept/HdYx_psN_F8h,""Verksamhetsledning, vård"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,leda kostympersonal,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/80458486-d231-48c8-b4ae-665c454772a5,leda kreativ avdelning,,http://data.jobtechdev.se/taxonomy/concept/kWj3_ZLo_MqK,""Produktionsledning, reklam"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,leda kulturinstitution,,http://data.jobtechdev.se/taxonomy/concept/bgjg_EsF_f84,""Områdesansvar, kulturfrågor"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/5b84fed1-cd6c-47e1-b017-428db0e5cfb3,leda kulturinstitution,,http://data.jobtechdev.se/taxonomy/concept/WLAT_dbx_43x,""Kulturverksamhet, samordnings- och planeringsvana"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,leda landskapsprojekt där hårda material används,,http://data.jobtechdev.se/taxonomy/concept/faUp_zHK_2Kn,Landskapsplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/148ee840-2b81-44e5-914c-4c19ed1649ea,leda lastbilschaufförers arbete,,http://data.jobtechdev.se/taxonomy/concept/gvks_iLU_X1b,Fjärrbilslotsning,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/9ef1b136-d2d8-4e1e-a140-834933726a64,leda lasthantering,,http://data.jobtechdev.se/taxonomy/concept/vp4x_sER_6Mf,""Transportledning, sjöfart"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/9ef1b136-d2d8-4e1e-a140-834933726a64,leda lasthantering,,http://data.jobtechdev.se/taxonomy/concept/XQet_5J6_HGj,Lastning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/9ef1b136-d2d8-4e1e-a140-834933726a64,leda lasthantering,,http://data.jobtechdev.se/taxonomy/concept/hAcB_kmD_tBy,Yrkesfiske,,skos:broadMatch,;
http://data.europa.eu/esco/skill/65df3083-d28c-4a24-8351-b8fdfc4dc529,leda lastning och avlastning av fartyg,,http://data.jobtechdev.se/taxonomy/concept/XQet_5J6_HGj,Lastning,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/a844ac09-acc2-44c5-a10a-35097e990431,leda ljusteamet,,http://data.jobtechdev.se/taxonomy/concept/YAMo_jgk_AKB,""Planeringssamordning för scen, ljus och ljudteknik"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/545f6585-58bc-4ca7-b1b4-1d33fb3664db,leda lokal konstnärlig verksamhet,,http://data.jobtechdev.se/taxonomy/concept/vEpf_1Wd_h6B,""Arbetsledning, kultur"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/25605f81-d995-4b18-8244-aa91586d8a1e,leda läktringen,,,,,no relation,;
http://data.europa.eu/esco/skill/8bb1e784-f54f-48dd-aedd-23723e171898,leda matlagningen,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,leda miljöundersökningar,,http://data.jobtechdev.se/taxonomy/concept/MJje_v9X_Srn,Miljöanalys,,skos:broadMatch,;
http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,leda miljöundersökningar,,http://data.jobtechdev.se/taxonomy/concept/eT4h_foo_5GG,Miljökontroll,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/a672418c-0188-409e-80fb-51041f40f201,leda musiker,,http://data.jobtechdev.se/taxonomy/concept/7PE1_aqE_vw2,""Alternerande stämledare, erfarenhet"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/339f165c-0002-47d2-91a6-ca4722ec682f,leda musikgrupper,,http://data.jobtechdev.se/taxonomy/concept/2pSW_2hU_sJm,""Stämledning, inriktning instrumentalist"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/339f165c-0002-47d2-91a6-ca4722ec682f,leda musikgrupper,,http://data.jobtechdev.se/taxonomy/concept/cGaM_QVm_wL5,Körledning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/9b40f12f-5144-42bf-a54c-1444aaac15d9,leda noterade företag,,,,,no relation,;
http://data.europa.eu/esco/skill/9581639c-e521-4d12-9b4e-25faca24d34b,leda och övervaka arbetslaget,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/47e706a7-81dc-4dc4-9438-22d475b962f8,leda offsettryckprocesser,,http://data.jobtechdev.se/taxonomy/concept/NRxg_Kvo_HrM,Offsettryckning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/4d811cac-4efa-4c87-b598-a711eb1575d2,leda opinionsbildningsstrategier,,http://data.jobtechdev.se/taxonomy/concept/E9LX_1eF_jDB,Mediastrategi,,skos:broadMatch,;
http://data.europa.eu/esco/skill/6d25ef0c-9f6c-4e46-acf3-b2ae022f85f6,leda personal,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/da4ec07b-245f-46e0-bebc-dfa070a3fc61,leda personal på konstgalleri,,http://data.jobtechdev.se/taxonomy/concept/6zBd_GJZ_J5t,""Verksamhetsledning, museum"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/7fab5e92-0530-48e3-8fd8-a482e0f68cfc,leda personal som sköter bränslepumpar,,http://data.jobtechdev.se/taxonomy/concept/J8PY_9yw_D5M,""Butiksledning, fackhandel"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/65f7de43-a86e-4186-80ba-0a32ab1b0d7f,leda personalen vid ett vadslagningskontor,,http://data.jobtechdev.se/taxonomy/concept/BBb8_NqE_3Tg,""Verksamhetsledning, spel/vadhållning/lotteri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/00298d97-3dc3-4086-a902-bce0a2fba831,leda polisutredningar,,http://data.jobtechdev.se/taxonomy/concept/UQC4_Wov_HPQ,Brottsutredning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/10026df1-670d-4c75-b3d5-ee0037f9d59b,leda processoptimering,,http://data.jobtechdev.se/taxonomy/concept/Jgmc_3hD_JEt,Processteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/b7a03115-41c9-4167-a0b6-7e40cf0fd607,leda produktprovning,,http://data.jobtechdev.se/taxonomy/concept/NB2C_zFs_C9F,Kvalitetssamordning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/a79f7982-36b8-44e7-b19a-9b7366ca2e87,leda projekt för bevarande av kulturarv,,http://data.jobtechdev.se/taxonomy/concept/NEME_JBz_qhc,Historia,,skos:broadMatch,;
http://data.europa.eu/esco/skill/d96e25fe-18f2-47bc-9939-bad113934204,leda projekt för landskapsdesign,,http://data.jobtechdev.se/taxonomy/concept/faUp_zHK_2Kn,Landskapsplanering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/7e251454-2496-4f09-99fe-3da59bc4c10a,leda redovisningsavdelning,,http://data.jobtechdev.se/taxonomy/concept/FYk9_RXp_7c5,Redovisning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/7e251454-2496-4f09-99fe-3da59bc4c10a,leda redovisningsavdelning,,http://data.jobtechdev.se/taxonomy/concept/U2Vq_X6J_y3o,Redovisningsansvar,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/7c497d5f-7ede-4e68-ae82-4a2786b68dc9,leda rutinunderhåll av system för flygplatsbelysning,,http://data.jobtechdev.se/taxonomy/concept/25bm_Na8_uPa,""Flygplatsljus, installation och underhåll"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/40e05a7b-8b3e-4d9e-ac73-e4e315ae86c2,leda rörelseövningar,,http://data.jobtechdev.se/taxonomy/concept/EZ5z_KMQ_yNE,""Danssport, instruktör/Danssport, tränare"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/43e346fb-ddc8-4679-b975-e5d0644e40ad,leda sjukvårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/HdYx_psN_F8h,""Verksamhetsledning, vård"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/b39ae3ea-e6b1-48d4-9afb-fe7463432c4a,leda skadereglerare,,http://data.jobtechdev.se/taxonomy/concept/eThQ_HCv_mY6,Personalplanering,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/968ae7d9-40ca-4593-8dc6-fac11e4eeb6b,leda skogsarbetare,,http://data.jobtechdev.se/taxonomy/concept/SHZC_XTY_y62,""Områdesansvar, skogsvård"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/968ae7d9-40ca-4593-8dc6-fac11e4eeb6b,leda skogsarbetare,,http://data.jobtechdev.se/taxonomy/concept/GAcK_GKJ_SJn,""Verksamhetsledning, skogsbruk"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927,leda soldater,,http://data.jobtechdev.se/taxonomy/concept/aB7R_JQN_sDE,Operativ ledning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/8c82dc9c-4e3c-4b22-b177-bf84abb14465,leda styrelsemöten,,,,,no relation,;
"http://data.europa.eu/esco/skill/96a296be-c411-497d-b152-87b72f5fe835,leda städpersonals arbete,,http://data.jobtechdev.se/taxonomy/concept/APnJ_sVP_C4z,""Verksamhetsledning, städföretag"",,skos:narrowMatch,";
http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,leda säkerhetspersonal,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,leda säljteam,,http://data.jobtechdev.se/taxonomy/concept/ZzN5_m7B_5CY,Personalansvar,,skos:broadMatch,;
http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,leda säljteam,,http://data.jobtechdev.se/taxonomy/concept/GCUK_vig_qRE,Säljcoachning,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/debb3ae0-7e55-4a0a-bd35-4372df770dad,leda tal- och språkteam,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
http://data.europa.eu/esco/skill/06ec0ecb-87fc-47a4-8348-81df2470ff3d,leda tandhälsoteam,,http://data.jobtechdev.se/taxonomy/concept/ZzN5_m7B_5CY,Personalansvar,,skos:broadMatch,;
http://data.europa.eu/esco/skill/8b9dc459-bb42-4c5d-8d5a-8cffd6a704c9,leda tandteknikerpersonal,,http://data.jobtechdev.se/taxonomy/concept/j1Yr_UhC_X16,Arbetsledarerfarenhet,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/7718ad50-18ab-45a6-9eda-91e7634e3b4b,leda tandvårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/LmpM_FA7_ujB,""Områdesansvar, tandvårdsverksamhet"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/b91535d7-1265-455d-a565-901e2eafa883,leda teknikutveckling i en verksamhet,,http://data.jobtechdev.se/taxonomy/concept/zXNU_zXR_hGd,Strategisk planering,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/7e71fbcf-ebf8-4164-829b-e16b68aa9432,leda tillverkning av skor eller läderartiklar,,http://data.jobtechdev.se/taxonomy/concept/k1Rq_EmU_nbj,""Mode, skor och väskor/Design, skor och väskor"",,skos:closeMatch,";
"http://data.europa.eu/esco/skill/435d1751-8667-41ec-8b32-865b7cd3c684,leda tillverkningsföretag,,http://data.jobtechdev.se/taxonomy/concept/AepF_hH2_pT7,""Produktionsledning, tillverkning"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/44e5dcba-0731-493b-848f-a7d2a256ba8e,leda trädgårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/GvD8_zoZ_3fb,""Verksamhetsledning, trädgårdsföretag"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/44e5dcba-0731-493b-848f-a7d2a256ba8e,leda trädgårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/GdN1_ziG_X5m,""Verksamhetsledning, stadsträdgård"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/f35f83b7-ee52-4904-a9c1-94b8507635c6,leda underentreprenörer vid flygplatsarbete,,http://data.jobtechdev.se/taxonomy/concept/g2yR_Gdi_LUN,""Produktionsledning, anläggningsteknik"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/4a1d8069-717c-461a-a3e5-746b226e7be7,leda vandringar,,http://data.jobtechdev.se/taxonomy/concept/s7KJ_eKd_Xy6,Naturguidning,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/4a1d8069-717c-461a-a3e5-746b226e7be7,leda vandringar,,http://data.jobtechdev.se/taxonomy/concept/fHkX_ejK_XYG,""Vildmarkresor, ledarerfarenhet/Äventyrsresor, ledarerfarenhet"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/7d77f9d8-4f9e-4b8f-aa93-bcc1c8ac2173,leda verksamhet vid vårdinrättningar,,http://data.jobtechdev.se/taxonomy/concept/HdYx_psN_F8h,""Verksamhetsledning, vård"",,skos:exactMatch,";
"http://data.europa.eu/esco/skill/93cbf20b-93f6-442e-801e-6c03dbbac6b2,leda verksamheten i auktionshus,,http://data.jobtechdev.se/taxonomy/concept/t4f1_Akp_Afr,""Verksamhetsledning, företag"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,leda video- och filmredigeringsteamet,,http://data.jobtechdev.se/taxonomy/concept/ArUR_ufL_wZE,""Redigering, spelfilm"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,leda video- och filmredigeringsteamet,,http://data.jobtechdev.se/taxonomy/concept/QBAx_kfV_k7Q,Videoredigering,,skos:closeMatch,;
"http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,leda video- och filmredigeringsteamet,,http://data.jobtechdev.se/taxonomy/concept/Eizh_YsE_amu,""Redigering, rörlig bild"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/24783286-361a-44db-b0f1-aaabe35aef5d,leda vinproduktionen,,http://data.jobtechdev.se/taxonomy/concept/Jk4z_LW1_LN1,Vinberedning,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/24783286-361a-44db-b0f1-aaabe35aef5d,leda vinproduktionen,,http://data.jobtechdev.se/taxonomy/concept/GdFM_7x5_eZc,""Verksamhetsledning, livsmedelsproduktion"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/da7b9280-000d-4e5d-a4ae-c69d5010ad94,leda vinskörden,,http://data.jobtechdev.se/taxonomy/concept/r5br_43H_z2G,Vinplantering,,skos:broadMatch,;
http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660,ledarförmåga,,,,,no relation,;
http://data.europa.eu/esco/skill/cf6ca1fc-f2be-4deb-bb35-1fffe4099023,ledarskap inom vård och omsorg,,http://data.jobtechdev.se/taxonomy/concept/dJa5_Nao_mDS,Legitimation som sjuksköterska,,skos:closeMatch,;
http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86,ledarskapsprinciper,,http://data.jobtechdev.se/taxonomy/concept/hcdL_zcK_zgq,Ledarskapsutveckling,,skos:narrowMatch,;
http://data.europa.eu/esco/skill/38a5c459-c591-4f76-a358-37de342bb11d,lediga jobb,,,,,no relation,;
"http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d,ledning av hälso- och sjukvårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/HdYx_psN_F8h,""Verksamhetsledning, vård"",,skos:narrowMatch,";
"http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d,ledning av hälso- och sjukvårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/5Kym_2ad_Pqi,""Schemaläggning, hälso- och sjukvård"",,skos:closeMatch,";
"http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d,ledning av hälso- och sjukvårdspersonal,,http://data.jobtechdev.se/taxonomy/concept/A3Fj_o8U_Twq,""Områdesansvar, hälso- och sjukvård"",,skos:exactMatch,";
http://data.europa.eu/esco/skill/a33b3fcb-6644-4d43-966f-6acd28b44d0f,ledsaga fotgängare över gator,,,,,no relation,;
http://data.europa.eu/esco/skill/ab89ad86-1098-44bb-9465-05af5624557c,ledsaga personer,,,,,no relation,;
http://data.europa.eu/esco/skill/eaae70bc-2617-4a7f-a367-7d2e5137bb15,leja drevfolk,,http://data.jobtechdev.se/taxonomy/concept/KK88_XEV_67e,Viltmästarutbildning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/94b01483-f13d-48ba-b8a9-ef8f18fcb2dc,leka med barn,,http://data.jobtechdev.se/taxonomy/concept/Dw5E_saX_brz,Kyrkans barnverksamhet,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/94b01483-f13d-48ba-b8a9-ef8f18fcb2dc,leka med barn,,http://data.jobtechdev.se/taxonomy/concept/uwX1_vsc_ERP,""Barntillsyn, erfarenhet"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/fecf050a-4349-481c-9e8a-26a55d99dc79,lekterapi,,http://data.jobtechdev.se/taxonomy/concept/iVSa_PYJ_19v,Lekterapi,,skos:exactMatch,;
"http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,,http://data.jobtechdev.se/taxonomy/concept/Cnqu_REg_6jo,""Scrum, systemutvecklingsmetod"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,,http://data.jobtechdev.se/taxonomy/concept/euH8_yAp_hiG,""CSS, stilmall"",,skos:closeMatch,";
http://data.europa.eu/esco/skill/baffa7a3-a6d4-4ea8-a0ad-1afec3fc0acb,leta efter fel i skannat material,,http://data.jobtechdev.se/taxonomy/concept/jVrt_anX_M8R,Scannerteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/4fc1d2b4-9645-4fda-be99-abdf8e66c88d,leta efter nya idéer,,http://data.jobtechdev.se/taxonomy/concept/uwev_L2n_fpz,Produktutveckling,,skos:broadMatch,;
http://data.europa.eu/esco/skill/9f34107c-8db0-4b00-84d8-3f64e400c80c,leta information i tekniska resurser,,,,,no relation,;
http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,lettiska,,http://data.jobtechdev.se/taxonomy/concept/YiQE_ERm_7kh,Lettiska,,skos:exactMatch,;
http://data.europa.eu/esco/skill/efd50a11-ccd9-424c-a5af-c6b4bb5ef006,levande djur,,http://data.jobtechdev.se/taxonomy/concept/39K7_BJ8_FNp,Zoobutiksdjur,,skos:narrowMatch,;
"http://data.europa.eu/esco/skill/ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe,leverantörer av maskinvarukomponenter,,http://data.jobtechdev.se/taxonomy/concept/kfYc_q1X_SZ5,""Testning, hårdvara/Verifiering, hårdvara"",,skos:broadMatch,";
"http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b,leverantörer av programvarukomponenter,,http://data.jobtechdev.se/taxonomy/concept/wynY_a5Q_F6t,""IT-konsultuppdrag, erfarenhet"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22,leverantörshantering,,http://data.jobtechdev.se/taxonomy/concept/iVyx_aLa_ZWy,Flödesekonomi/Supply chain management/SCM,,skos:broadMatch,;
http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22,leverantörshantering,,http://data.jobtechdev.se/taxonomy/concept/MWUm_KkJ_Vzs,Leveransuppföljning,,skos:closeMatch,;
http://data.europa.eu/esco/skill/acf62e14-76eb-4ada-bb09-7570006f4d59,leverera akvatiska produkter enligt kundspecifikationer,,http://data.jobtechdev.se/taxonomy/concept/j53D_o7U_Xkm,Vattenbruksteknik,,skos:broadMatch,;
http://data.europa.eu/esco/skill/acf62e14-76eb-4ada-bb09-7570006f4d59,leverera akvatiska produkter enligt kundspecifikationer,,,,,no relation,;
http://data.europa.eu/esco/skill/048f04c9-83b1-48cd-9ac9-16a433695a61,leverera fallbeskrivningar,,http://data.jobtechdev.se/taxonomy/concept/pNBv_3pt_JWH,Medicinsk dokumentation,,skos:broadMatch,;
"http://data.europa.eu/esco/skill/d2802d92-8ff3-4289-bd3d-a2bf5746a897,leverera gödsel,,http://data.jobtechdev.se/taxonomy/concept/CgSF_umG_Epv,""Maskinskötsel, kemisk-teknisk industri"",,skos:broadMatch,";
http://data.europa.eu/esco/skill/5c350ac7-57f4-492f-a5b6-4e5d7241b771,leverera reklamblad,,http://data.jobtechdev.se/taxonomy/concept/vohr_DL4_BwH,Tidningsdistribution,,skos:closeMatch,;
http://data.europa.eu/esco/skill/ab944aef-09dc-4047-a4ac-0048d8405fb3,licensregler,,http://data.jobtechdev.se/taxonomy/concept/DCdD_xEr_7ZA,Tillståndshandläggning,,skos:broadMatch,;
http://data.europa.eu/esco/skill/5d46ca01-f2b4-4d0b-9232-6b8f012c223c,likhet,,http://data.jobtechdev.se/taxonomy/concept/LGtP_Gca_NVj,Modellsnickeri,,skos:broadMatch,;
