Mapping project name,ESCO - Klassifikation der Berufe 2010,,,,
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,"Physiotherapeut/Physiotherapeutin","B 84553-109","Lehrer/Lehrerin der Alexander-Technik",skos:closeMatch,
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,"Physiotherapeut/Physiotherapeutin","B 81794-101","Leitender Physiotherapeut/Leitende Physiotherapeutin",skos:closeMatch,
http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,"Lehrkraft für Darstellende Kunst im Bereich Theater","B 94214-100","Schauspieler/Schauspielerin",skos:closeMatch,
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,"Hydriermaschinenbediener/Hydriermaschinenbedienerin","B 29202-103","Fachkraft für Lebensmitteltechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,"Hydriermaschinenbediener/Hydriermaschinenbedienerin","B 25122-114","Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts)",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,"Hydriermaschinenbediener/Hydriermaschinenbedienerin","B 29202-106","Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Lebensmitteltechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,"Nudelmaschinenbediener/Nudelmaschinenbedienerin","B 29202-103","Fachkraft für Lebensmitteltechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,"Nudelmaschinenbediener/Nudelmaschinenbedienerin","B 25122-114","Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin (ohne Angabe des Schwerpunkts)",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,"Nudelmaschinenbediener/Nudelmaschinenbedienerin","B 29202-106","Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin Schwerpunkt Lebensmitteltechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,"Leiter eines Tabakgeschäftes/Leiterin eines Tabakgeschäftes","B 62194-101","Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,"Markscheider/Markscheiderin","B 31214-110","Ingenieur/Ingenieurin für Markscheidewesen",skos:exactMatch,
http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,"Fachkraft Lebensmittelsicherheit","B 53333-100","Lebensmittelkontrolleur/Lebensmittelkontrolleurin",skos:closeMatch,
http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,"Fachkraft Lebensmittelsicherheit","B 29204-103","Ingenieur/Ingenieurin für Lebensmitteltechnologie",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,"Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen","B 25222-103","Landmaschinenmechaniker/Landmaschinenmechanikerin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,"Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen","B 25222-105","Metallbauer/Metallbauerin Fachrichtung Landtechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,"Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen","B 25222-106","Mechaniker/Mechanikerin für Land- und Baumaschinentechnik",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,"Servicetechniker für Landmaschinen/Servicetechnikerin für Landmaschinen","B 25222-136","Land- und Baumaschinenmechatroniker/Land- und Baumaschinenmechatronikerin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,"Omnibusfahrer/Omnibusfahrerin","B 52132-105","Busfahrer/Busfahrerin",skos:exactMatch,
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,"Omnibusfahrer/Omnibusfahrerin","B 52122-108","Berufskraftfahrer/Berufskraftfahrerin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,"Omnibusfahrer/Omnibusfahrerin","B 52132-106","Fachkraft im Fahrbetrieb",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,"Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse","B 71383-100","Betriebswirt/Betriebswirtin (Fachschule) für Vieh und Fleisch",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,"Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse","B 61213-102","Betriebswirt/Betriebswirtin (Fachschule/Ausbildung) für Außenwirtschaft",skos:narrowMatch,
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,"Import-/Exportmanager für Fleisch- und Fleischerzeugnisse/Import-/Exportmanagerin für Fleisch- und Fleischerzeugnisse","B 61194-104","Leiter/Leiterin des Exports",skos:closeMatch,
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,"Referent für Wohnungsbaupolitik/Referentin für Wohnungsbaupolitik","B 92203-105","Politischer Berater/Politische Beraterin",skos:closeMatch,
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,"Küchenleiter/ Küchenleiterin","B 29393-118","Küchenchef/Küchenchefin",skos:exactMatch,
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,"Küchenleiter/ Küchenleiterin","B 29393-101","Küchenmeister/Küchenmeisterin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,"Küchenleiter/ Küchenleiterin","B 29393-102","Sous-Chef/Sous-Chefin",skos:closeMatch,
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,"Kunstfaserhersteller/Kunstfaserherstellerin","B 41312-101","Chemiebetriebsjungwerker/Chemiebetriebsjungwerkerin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,"Kunstfaserhersteller/Kunstfaserherstellerin","B 41312-102","Chemikant/Chemikantin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,"Kunstfaserhersteller/Kunstfaserherstellerin","B 41312-108","Produktionsfachkraft Chemie",skos:narrowMatch,
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,"Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt","B 84294-101","Leiter/Leiterin einer Altenpflegeschule",skos:broadMatch,
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,"Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt","B 84394-100","Prorektor/Vizepräsident / Prorektorin/Vizepräsidentin",skos:broadMatch,
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,"Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt","B 84394-101","Rektor/Präsident / Rektorin/Präsidentin",skos:broadMatch,
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,"Leiter einer höheren Lehranstalt/Leiterin einer höheren Lehranstalt","B 84294-102","Schulleiter/Schulleiterin an beruflichen Schulen",skos:broadMatch,
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,"Polier Dämmarbeiten/Polierin Dämmarbeiten","B 32193-100","Geprüfter Polier/Geprüfte Polierin - Hochbau",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,"Polier Dämmarbeiten/Polierin Dämmarbeiten","B 33393-102","Geprüfter Polier/Geprüfte Polierin - Ausbau",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,"Polier Dämmarbeiten/Polierin Dämmarbeiten","B 33393-104","Wärme-, Kälte- und Schallschutzisolierermeister/Wärme-, Kälte- und Schallschutzisolierermeisterin",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,"Polier Dämmarbeiten/Polierin Dämmarbeiten","B 33393-115","Industriemeister/Industriemeisterin Fachrichtung Isolierung",skos:narrowMatch,
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,"Polier Dämmarbeiten/Polierin Dämmarbeiten","B 33393-116","Industriemeister/Industriemeisterin Fachrichtung Akustik- und Trockenbau",skos:narrowMatch,
