Mapping project name,ESCO - Lithuanian Classification of Occupations,,,,,
Mapping project author,Ministry of the Economy and Innovation of the Republic of Lithuania,,,,,
Mapping project version,V1.0,,,,,
Mapping project version date,2021-03-15,,,,,
Classification 1 Name,Profesijos ESCO,,,,,
Classification 1 Concept type,occupation,,,,,
Classification 1 Version,1.0.8,,,,,
Classification 1 Language,lt,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Lietuvos profesijų klasifikatorius,,,,,
Classification 2 Concept type,occupation,,,,,
Classification 2 Version,ESCO LPK,,,,,
Classification 2 Language,lt,,,,,
Classification 2 Landing page,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/753939ad-b03e-47cd-913b-56f30b5ae8fc,gaminių surinkimo inspektorius,http://data.europa.eu/esco/occupation/753939ad-b03e-47cd-913b-56f30b5ae8fc,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:exactMatch
http://data.europa.eu/esco/occupation/b10d45f4-482d-4301-bc39-da206b17815c,orlaivių surinkimo inspektorius,http://data.europa.eu/esco/occupation/b10d45f4-482d-4301-bc39-da206b17815c,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/68ad860f-c5cd-420f-840f-993e3e813508,vartojimo prekių inspektorius,http://data.europa.eu/esco/occupation/68ad860f-c5cd-420f-840f-993e3e813508,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/1c25fdb4-c6e2-4118-99a5-519e9657a2bd,elektros įrangos inspektorius,http://data.europa.eu/esco/occupation/1c25fdb4-c6e2-4118-99a5-519e9657a2bd,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/2296fa07-98ae-4875-b18d-96ed86134ffb,elektronikos įrangos inspektorius,http://data.europa.eu/esco/occupation/2296fa07-98ae-4875-b18d-96ed86134ffb,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/9a903a4a-282d-4724-a7de-1918b41d2965,variklinių transporto priemonių surinkimo inspektorius,http://data.europa.eu/esco/occupation/9a903a4a-282d-4724-a7de-1918b41d2965,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,riedmenų surinkimo inspektorius,http://data.europa.eu/esco/occupation/c5b45ebe-0e9f-4bc4-9563-7fdf31115e53,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/a464015d-a622-44aa-a4fe-bf01e412e120,laivų surinkimo inspektorius,http://data.europa.eu/esco/occupation/a464015d-a622-44aa-a4fe-bf01e412e120,754303,Kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754303,skos:narrowMatch
http://data.europa.eu/esco/occupation/cc8f929a-75fa-404d-aa17-3301fb494b4f,gaminių rūšiuotojas,http://data.europa.eu/esco/occupation/cc8f929a-75fa-404d-aa17-3301fb494b4f,754309,Produktų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754309,skos:exactMatch
http://data.europa.eu/esco/occupation/3027abf6-bc54-4709-8dc1-4f20b772ac70,kompozitinės medienos plokščių rūšiuotojas,http://data.europa.eu/esco/occupation/3027abf6-bc54-4709-8dc1-4f20b772ac70,754309,Produktų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754309,skos:narrowMatch
http://data.europa.eu/esco/occupation/ad7bbc92-d5cb-4b64-a1a3-efc593afd437,medienos rūšiuotojas,http://data.europa.eu/esco/occupation/ad7bbc92-d5cb-4b64-a1a3-efc593afd437,754309,Produktų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754309,skos:narrowMatch
http://data.europa.eu/esco/occupation/3594efa8-cd69-411e-a345-d88ba756b758,plaušienos rūšiuotojas,http://data.europa.eu/esco/occupation/3594efa8-cd69-411e-a345-d88ba756b758,754309,Produktų rūšiuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754309,skos:narrowMatch
http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9,gaminių kokybės kontrolierius,http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9,754306,Produktų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754306,skos:exactMatch
http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,avalynės kokybės kontrolierius,http://data.europa.eu/esco/occupation/2b48a4cd-2333-4abf-ac3e-6f63d6ed3663,754306,Produktų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754306,skos:narrowMatch
http://data.europa.eu/esco/occupation/371885b5-0f93-406f-b96a-58ecd5bbc3ce,odos gaminių kokybės kontrolierius,http://data.europa.eu/esco/occupation/371885b5-0f93-406f-b96a-58ecd5bbc3ce,754306,Produktų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754306,skos:narrowMatch
http://data.europa.eu/esco/occupation/c0a35355-be44-44c0-82d2-acf8363ed45e,metalo gaminių kokybės inspektorius,http://data.europa.eu/esco/occupation/c0a35355-be44-44c0-82d2-acf8363ed45e,754306,Produktų kokybės kontrolierius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754306,skos:narrowMatch
http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e,kenkėjų naikinimo specialistas,http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e,754401,Dezinsekcijos tarnybos darbuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754401,skos:narrowMatch
http://data.europa.eu/esco/occupation/509f9452-ed18-4fbf-8a4c-d45de85aa2f7,pesticidų purškimo technikas,http://data.europa.eu/esco/occupation/509f9452-ed18-4fbf-8a4c-d45de85aa2f7,754401,Dezinsekcijos tarnybos darbuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=754401,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811101,Karjero sutvirtinimų montuotojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811101,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811102,Kasinių atraminių konstrukcijų įrengėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811102,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811105,Kernų atrinkėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811105,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811106,Karjero ėminių ėmėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811106,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811107,Karjero sutvirtinimų darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811107,skos:narrowMatch
http://data.europa.eu/esco/isco/C8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://data.europa.eu/esco/isco/C8111,811108,Artezinių ir seisminių žvalgybinių gręžinių gręžėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811108,skos:narrowMatch
http://data.europa.eu/esco/occupation/4542ff68-f809-4ba1-857c-fd26d0914eaa,dehidratavimo technikas,http://data.europa.eu/esco/occupation/4542ff68-f809-4ba1-857c-fd26d0914eaa,8111,Kalnakasiai ir kasybos įrenginių operatoriai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=8111,skos:narrowMatch
http://data.europa.eu/esco/occupation/364e61ab-1631-4fe1-a170-e88797aad6f9,gręžėjas,http://data.europa.eu/esco/occupation/364e61ab-1631-4fe1-a170-e88797aad6f9,811109,Karjerų gręžimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811109,skos:broadMatch
http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70,atvirosios kasyklos darbininkas,http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70,811104,Karjero darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811104,skos:exactMatch
http://data.europa.eu/esco/occupation/425f4904-3a7a-4ad0-ac5b-42b38392f768,požeminės kasyklos sunkiosios technikos operatorius,http://data.europa.eu/esco/occupation/425f4904-3a7a-4ad0-ac5b-42b38392f768,811110,Tolydžiojo veikimo kasybos mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811110,skos:exactMatch
http://data.europa.eu/esco/occupation/4cdfac8c-b000-4279-985e-31bc1fbe2447,požeminės kasyklos darbininkas,http://data.europa.eu/esco/occupation/4cdfac8c-b000-4279-985e-31bc1fbe2447,811103,Kasyklos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811103,skos:exactMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811201,Cianidų gamybos skirtuvų [separatorių] operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811201,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811202,Vario flotacijos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811202,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811203,Mineralinių žaliavų flotacijos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811203,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811204,Molibdeno flotacijos darbininkas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811204,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811205,Anglių smulkinimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811205,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811206,Mineralinės rūdos smulkinimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811206,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811207,Uolienų smulkinimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811207,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811208,Akmens smulkinimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811208,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811209,Akmens pjaustymo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811209,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811211,Akmens šlifavimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811211,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811212,Magnetinės rūdos apdirbimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811212,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811213,Akmens frezavimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811213,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811215,Akmens drožimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811215,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811216,Mineralinių žaliavų dulkių gamybos mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811216,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811217,Degikas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811217,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811220,Mineralinių žaliavų plovimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811220,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811221,Kūginio trupintuvo operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811221,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811222,Kasybos atskirtuvo operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811222,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811223,Mineralinių žaliavų apdirbimo įrenginio operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811223,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811224,Akmens apdirbimo įrenginio operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811224,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811225,Aukso nusodintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811225,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811226,Sidabro nusodintojas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811226,skos:narrowMatch
http://data.europa.eu/esco/isco/C8112,Mineralų ir uolienų apdorojimo įrenginių operatoriai,http://data.europa.eu/esco/isco/C8112,811227,Frakcionavimo mašinos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811227,skos:narrowMatch
http://data.europa.eu/esco/occupation/bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,akmens skaldymo mašinų operatorius,http://data.europa.eu/esco/occupation/bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,811218,Akmens skaldymo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811218,skos:exactMatch
http://data.europa.eu/esco/occupation/66d22b81-1b5e-42a1-b904-ac67b4a896c6,mineralų apdirbimo mašinų operatorius,http://data.europa.eu/esco/occupation/66d22b81-1b5e-42a1-b904-ac67b4a896c6,811214,Mineralų apdirbimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811214,skos:exactMatch
http://data.europa.eu/esco/occupation/610bee9f-d7f0-4b18-918e-f2a4a91f8912,akmens gręžėjas,http://data.europa.eu/esco/occupation/610bee9f-d7f0-4b18-918e-f2a4a91f8912,811210,Akmens gręžimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811210,skos:exactMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,akmens šlifuotojas,http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,811219,Akmens apdirbimo mašinų operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811219,skos:narrowMatch
http://data.europa.eu/esco/isco/C8113,Gręžinių gręžėjai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C8113,811307,Cementavimo agregato mašinistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811307,skos:narrowMatch
http://data.europa.eu/esco/isco/C8113,Gręžinių gręžėjai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C8113,811310,Naftos gręžinių cementavimo agregatų mašinistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811310,skos:narrowMatch
http://data.europa.eu/esco/isco/C8113,Gręžinių gręžėjai ir susijusių profesijų darbininkai,http://data.europa.eu/esco/isco/C8113,811308,Kompresoriaus mašinistas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811308,skos:narrowMatch
http://data.europa.eu/esco/occupation/41d4be58-3111-48b5-814a-83117983dd16,gręžinių gręžimo mašinų operatorius,http://data.europa.eu/esco/occupation/41d4be58-3111-48b5-814a-83117983dd16,811301,Gręžinių gręžimo įrangos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811301,skos:exactMatch
http://data.europa.eu/esco/occupation/622b1d5e-bf14-4ec0-b83e-3bfcf8dff624,gręžinio operatorius,http://data.europa.eu/esco/occupation/622b1d5e-bf14-4ec0-b83e-3bfcf8dff624,811304,Naftos ir dujų gręžinių lyninio gręžimo įrangos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811304,skos:broadMatch
http://data.europa.eu/esco/occupation/d3c1c718-a093-4e2e-80a0-2bd331266a8b,naftos gręžinių gręžimo mašinų variklių mechanikas,http://data.europa.eu/esco/occupation/d3c1c718-a093-4e2e-80a0-2bd331266a8b,811302,Naftos ir dujų gręžinių gręžėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811302,skos:narrowMatch
http://data.europa.eu/esco/occupation/2a7d4b37-e831-4e20-827c-0682fe7e370e,vamzdynų siurblių operatorius,http://data.europa.eu/esco/occupation/2a7d4b37-e831-4e20-827c-0682fe7e370e,811309,Naftos gavybos įrenginių operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811309,skos:narrowMatch
http://data.europa.eu/esco/occupation/8d765d88-c8d6-406e-8dfe-e37c5aa89be6,gręžimo platformos darbininkas,http://data.europa.eu/esco/occupation/8d765d88-c8d6-406e-8dfe-e37c5aa89be6,811305,Naftos ir dujų gręžinių sukamojo gręžimo įrangos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811305,skos:broadMatch
http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,naftos telkinio darbininkas,http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,811303,Naftos ir dujų gręžinių bandymo operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811303,skos:broadMatch
http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,naftos telkinio darbininkas,http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,811311,Naftos ir dujų gręžinių gręžėjo ir gręžėjo bandytojo padėjėjas,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811311,skos:broadMatch
http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,naftos telkinio darbininkas,http://data.europa.eu/esco/occupation/86c49d9c-b37d-4a14-8e9d-d0357005a48d,811301,Gręžinių gręžimo įrangos operatorius,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=811301,skos:narrowMatch
http://data.europa.eu/esco/occupation/5d549551-d94a-4e98-8444-d6608d70c8d8,gręžinio administracinių reikalų tvarkytojas,http://data.europa.eu/esco/occupation/5d549551-d94a-4e98-8444-d6608d70c8d8,8113,Gręžinių gręžėjai ir giminiškų profesijų darbininkai,http://www.profesijuklasifikatorius.lt/?q=lt%2Fprofesijos_list&code=8113,skos:narrowMatch
