Mapping project name,ESCO - SE NOC v.2
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-30
Classification 1 Name,Esco - yrken
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sv
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Swedish Standard Classification of Occupations
Classification 2 Concept type,unknown
Classification 2 Version,05.21
Classification 2 Language,sv
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,produktionsledare,http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,ZCjB_SX4_Mjj,"Produktionsledare: kultur, media, film",,skos:narrowMatch
http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,chef för livsmedelstillverkning,http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,QayB_ePX_WfY,Chefer inom tillverkning,,skos:broadMatch
http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,"handläggare, offentlig förvaltning",http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,L5t3_Vf6_qZq,Kommunsekreterare,,skos:closeMatch
http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,hydrogeolog,http://data.europa.eu/esco/occupation/6336c205-46bd-42f6-9e67-6b0be6e7618c,hiNZ_t7u_yLx,Hydrogeolog,,skos:exactMatch
http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,livsmedelstekniker,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,87Wn_cyF_MUV,Livsmedelsingenjör,,skos:exactMatch
http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94,kundtjänstchef,http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94,wtxi_ss9_8Cj,Kundtjänstchef,,skos:exactMatch
http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,"importchef, tobaksvaror",http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,SP9m_RM4_vJV,Importchef,,skos:broadMatch
http://data.europa.eu/esco/isco/C1311,Driftchefer inom jordbruk och skogsbruk,http://data.europa.eu/esco/isco/C1311,GAuY_xyP_5bQ,"Distriktschef, skogsbruk",,skos:narrowMatch
http://data.europa.eu/esco/isco/C2422,Planerare och utredare,http://data.europa.eu/esco/isco/C2422,hN4f_6jN_eZQ,Dataskyddsombud,,skos:narrowMatch
http://data.europa.eu/esco/isco/C1222,"Informations-, kommunikations- och pr-chefer",http://data.europa.eu/esco/isco/C1222,ztMm_jqq_8Gh,Mediachef,,skos:narrowMatch
http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,"civilingenjör, elkraft",http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,FuJx_cGT_5im,"Civilingenjör, elkraft",,skos:exactMatch
http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,kategorichef,http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,xQP2_w9J_jbZ,Kategorichef/Kategoriansvarig,,skos:exactMatch
http://data.europa.eu/esco/occupation/7f0b46be-8b7a-4675-987d-89a8a7193730,"butikschef, musik och video",http://data.europa.eu/esco/occupation/7f0b46be-8b7a-4675-987d-89a8a7193730,WWVG_4sM_faC,Butikschef,,skos:broadMatch
http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,"driftschef, järnvägstransport",http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,TN3u_buC_wJF,"Distributionschef, logistik och transporter",,skos:broadMatch
