Mapping project name,ESCO - ESCOSTAR OCCs
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-21
Classification 1 Name,ESCO - stillingsbetegnelser
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,da
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,ESCOSTAR
Classification 2 Concept type,unknown
Classification 2 Version,09.06.2021
Classification 2 Language,da
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b,trafikinformationsmedarbejder,http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b,http://data.europa.eu/esco/concept/danish-occupations/5112.2,Trafikinformationsmedarbejder,http://data.star.dk/esco/occupation/5234dac1-eae8-4472-bce6-058637690bfb,skos:exactMatch
http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,skolepædagog,http://data.europa.eu/esco/occupation/4d27152a-a8ee-4f5a-9f93-a2fb4fb2b2e3,http://data.europa.eu/esco/concept/danish-occupations/5312.1,Skolepædagog,http://data.star.dk/esco/occupation/9bcd2fa5-90b1-4357-96ed-7b93a5f0c718,skos:exactMatch
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,administrerende direktør,http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,http://data.europa.eu/esco/concept/danish-occupations/1120.3,Direktør,http://data.star.dk/esco/occupation/a5c85286-c61f-4e60-91e9-b9a2d729a09d,skos:exactMatch
http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c,massageterapeut,http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c,http://data.europa.eu/esco/concept/danish-occupations/3255.3,Massageterapeut,http://data.star.dk/esco/occupation/d2d1fdd1-5336-4b21-af20-26da484266a1,skos:exactMatch
http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,geograf,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,http://data.europa.eu/esco/concept/danish-occupations/2632.5,Geograf,http://data.star.dk/esco/occupation/82fe36ab-1ab3-4144-a869-739e492a7d7d,skos:exactMatch
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,sikkerhedschef,http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,http://data.europa.eu/esco/concept/danish-occupations/1219.1.2,Sikkerhedschef,http://data.star.dk/esco/occupation/12ffd504-6dd7-4b57-a705-50c7bf847237,skos:exactMatch
http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,ressourceleder,http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,http://data.europa.eu/esco/concept/danish-occupations/1324.3.4.3,Ressourceleder,http://data.star.dk/esco/occupation/3a7eee1b-58ad-4486-9a59-c5c7b33aa1e6,skos:exactMatch
http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,meteorolog,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,http://data.europa.eu/esco/concept/danish-occupations/2112.1,Meteorolog,http://data.star.dk/esco/occupation/8e2c7bf8-ad8a-4d08-9e28-267d5fc8afab,skos:exactMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,tagdækker,http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,http://data.europa.eu/esco/concept/danish-occupations/7121.1,Tagdækker,http://data.star.dk/esco/occupation/4f24124e-114d-4f67-a245-4033b1e9bf2e,skos:exactMatch
http://data.europa.eu/esco/occupation/d051a141-92cd-4800-b0ee-6c8c31ea5838,kranmontør,http://data.europa.eu/esco/occupation/d051a141-92cd-4800-b0ee-6c8c31ea5838,http://data.europa.eu/esco/concept/danish-occupations/7233.2,Kranmekaniker,http://data.star.dk/esco/occupation/55effda2-6529-49b1-8196-c210bd9c8d77,skos:exactMatch
http://data.europa.eu/esco/occupation/1ce76c3b-edee-41b4-88c2-5db9b70d8bf0,garver,http://data.europa.eu/esco/occupation/1ce76c3b-edee-41b4-88c2-5db9b70d8bf0,http://data.europa.eu/esco/concept/danish-occupations/8155.1.3,Garver,http://data.star.dk/esco/occupation/97bab009-d9ba-4cc0-8808-a85f1053c284,skos:exactMatch
http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a,stutterimester,http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a,http://data.europa.eu/esco/concept/danish-occupations/6121.2,Staldmester,http://data.star.dk/esco/occupation/dbed5f27-9123-48c4-af80-6f0bfce31ceb,skos:exactMatch
http://data.europa.eu/esco/occupation/2f26a52b-cf45-4282-9138-478252161f00,levnedsmiddelingeniør,http://data.europa.eu/esco/occupation/2f26a52b-cf45-4282-9138-478252161f00,http://data.europa.eu/esco/concept/danish-occupations/2141.3.2.2,Levnedsmiddelingeniør,http://data.star.dk/esco/occupation/325b58d1-1b74-4525-8212-8285b76e6495,skos:exactMatch
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,politidirektør,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,http://data.europa.eu/esco/concept/danish-occupations/1112.5,Politidirektør,http://data.star.dk/esco/occupation/eb81bb9f-b1a4-410e-a212-e15f7204c551,skos:exactMatch
http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,bygningsmaler,http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,http://data.europa.eu/esco/concept/danish-occupations/7131.1,Bygningsmaler,http://data.star.dk/esco/occupation/d126d90a-c8ec-4bc4-b3d2-87a6efb72a08,skos:exactMatch
http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,e-handelschef,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,http://data.europa.eu/esco/concept/danish-occupations/1221.3.2.1.4,E-commerce manager,http://data.star.dk/esco/occupation/0e0f0a3e-8be7-40fa-b10c-1a9938633709,skos:exactMatch
http://data.europa.eu/esco/occupation/6aef7360-8c4a-4e1a-a402-b1e207101dc8,campingpladsbestyrer,http://data.europa.eu/esco/occupation/6aef7360-8c4a-4e1a-a402-b1e207101dc8,http://data.europa.eu/esco/concept/danish-occupations/1439.1,Campingpladsbestyrer,http://data.star.dk/esco/occupation/e0545034-91e4-438a-b3af-00405aa96fb4,skos:exactMatch
http://data.europa.eu/esco/occupation/3b4eb248-6b40-42fe-9d10-cba8ccfe6613,servicemekaniker,http://data.europa.eu/esco/occupation/3b4eb248-6b40-42fe-9d10-cba8ccfe6613,http://data.europa.eu/esco/concept/danish-occupations/7231.8,Mekaniker,http://data.star.dk/esco/occupation/3bf1e011-463f-41c9-afb8-4e63902aac5d,skos:exactMatch
http://data.europa.eu/esco/occupation/50a66df6-c141-4b4a-937a-d3bc55737ae3,inkassomedarbejder,http://data.europa.eu/esco/occupation/50a66df6-c141-4b4a-937a-d3bc55737ae3,http://data.europa.eu/esco/concept/danish-occupations/4214.1,Inkassomedarbejder,http://data.star.dk/esco/occupation/610f2c4d-02e6-4fd4-8f94-796345239fc7,skos:exactMatch
