Mapping project name,ESCO - EE NOC v.3
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-03-22
Classification 1 Name,ESCO ametirühmad ja ametid
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,et
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Töötukassa ametite klassifikaator
Classification 2 Concept type,unknown
Classification 2 Version,07.21
Classification 2 Language,et
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 URI,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/c9191f7f-28b5-4df8-991d-804c53009b83,taimekasvatuse lihttööline,http://data.europa.eu/esco/occupation/c9191f7f-28b5-4df8-991d-804c53009b83,http://data.europa.eu/esco/concept/estonian-occupations/9213.0000,"taluabiline, talutööline, sulane",,skos:narrowMatch
http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,aianduse lihttööline,http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,http://data.europa.eu/esco/concept/estonian-occupations/9214.0000,"aianduse lihttööline, haljastuse lihttööline",,skos:exactMatch
http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,aianduse lihttööline,http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,http://data.europa.eu/esco/concept/estonian-occupations/9214.0002,muruniitja,,skos:narrowMatch
http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,aianduse lihttööline,http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,http://data.europa.eu/esco/concept/estonian-occupations/9214.0001,puukooli lihttööline,,skos:narrowMatch
http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,metsatööline,http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54,http://data.europa.eu/esco/concept/estonian-occupations/9215.0000,"võsalõikaja, metsanduse lihttööline, puuistutaja",,skos:closeMatch
http://data.europa.eu/esco/occupation/aa0fd823-2f45-41c8-a3c6-97d97885e455,vesiviljeluse lihttööline,http://data.europa.eu/esco/occupation/aa0fd823-2f45-41c8-a3c6-97d97885e455,http://data.europa.eu/esco/concept/estonian-occupations/9216.0000,kalanduse ja vesiviljeluse lihttööline,,skos:closeMatch
http://data.europa.eu/esco/occupation/207d5c25-46fe-401c-b32f-551684e9a8ea,rannikult kogutavate vesiviljelustoodete korjaja,http://data.europa.eu/esco/occupation/207d5c25-46fe-401c-b32f-551684e9a8ea,http://data.europa.eu/esco/concept/estonian-occupations/9216.0000,kalanduse ja vesiviljeluse lihttööline,,skos:broadMatch
http://data.europa.eu/esco/occupation/2e4b41dd-b63d-403d-a0ad-dd323cd3ddac,vesiviljeluse sumbatööline,http://data.europa.eu/esco/occupation/2e4b41dd-b63d-403d-a0ad-dd323cd3ddac,http://data.europa.eu/esco/concept/estonian-occupations/9216.0000,kalanduse ja vesiviljeluse lihttööline,,skos:broadMatch
http://data.europa.eu/esco/occupation/efd5d3cb-3716-43b7-b21b-98e17f00e9eb,kaevanduse lihttööline,http://data.europa.eu/esco/occupation/efd5d3cb-3716-43b7-b21b-98e17f00e9eb,http://data.europa.eu/esco/concept/estonian-occupations/9311.0000,"kaevanduse, karjääri lihttööline",,skos:exactMatch
http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,drenaažitööline,http://data.europa.eu/esco/occupation/fb18dfef-2b90-4219-8b39-a5fcddb8f238,http://data.europa.eu/esco/concept/estonian-occupations/9312.0009,pinnase ettevalmistaja,,skos:closeMatch
