Mapping project name,ESCO - SI NOC
Mapping project author,default-author
Mapping project version,N/A
Mapping project version date,2022-06-03
Classification 1 Name,Poklici ESCO
Classification 1 Concept type,Occupation
Classification 1 Version,1.0.8
Classification 1 Language,sl
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation
Classification 2 Name,Slovenščina poklice
Classification 2 Concept type,Occupation
Classification 2 Version,07.2021
Classification 2 Language,sl
Classification 2 Landing page,


Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,vojaški pilot/vojaška pilotka,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,2422,Vojak letalstva,,skos:exactMatch
http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,vezist/vezistka,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,2423,Vojak nadzora zračnega prostora,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2424,Vojak oklepnih enot,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2425,Vojak pehote,,skos:exactMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2426,Vojak pomorstva (mornar),,skos:narrowMatch
http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,vezist/vezistka,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,2427,Vojak protizračne obrambe,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2428,Vojak za oskrbo,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2429,Vojak za premike in transporte,,skos:narrowMatch
http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,vezist/vezistka,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,2430,Vojak za vzdrževanje materialnotehničnih sredstev,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2431,Vojak za zdravstveno oskrbo,,skos:narrowMatch
http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,vezist/vezistka,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,2432,Vojak zvez,,skos:exactMatch
http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,vojak/vojakinja pehote,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,2433,Vojakinja JRKBO,,skos:narrowMatch
http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,predsednik/predsednica vlade,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,18,Predsednik vlade,,skos:exactMatch
http://data.europa.eu/esco/isco/C1111,Zakonodajalci/zakonodajalke,http://data.europa.eu/esco/isco/C1111,19,Predsednik republike,,skos:narrowMatch
http://data.europa.eu/esco/isco/C1111,Zakonodajalci/zakonodajalke,http://data.europa.eu/esco/isco/C1111,20,Predsednik državnega zbora,,skos:narrowMatch
http://data.europa.eu/esco/isco/C1111,Zakonodajalci/zakonodajalke,http://data.europa.eu/esco/isco/C1111,21,Predsednik državnega sveta,,skos:narrowMatch
http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,mestni svetnik/mestna svetnica,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,2434,Občinski svetnik,,skos:exactMatch
http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,mestni svetnik/mestna svetnica,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,22,Svetnik državnega sveta,,skos:broadMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,poslanec/poslanka,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,23,Poslanec državnega zbora,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,poslanec/poslanka,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,2435,Poslanec Evropskega parlamenta,,skos:narrowMatch
http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,senator/senatorka,http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,24,Minister,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,župan/županja,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,25,Župan občine,,skos:exactMatch
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,župan/županja,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,26,Podžupan občine,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,župan/županja,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,27,Župan mestne občine,,skos:exactMatch
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,župan/županja,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,28,Podžupan mestne občine,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,vodja sektorja v javni upravi,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,29,Predsednik sveta krajevne skupnosti,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,vodja sektorja v javni upravi,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,30,Predsednik sveta četrtne skupnosti,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,vodja sektorja v javni upravi,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,31,Predsednik sveta vaške skupnosti,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,vodja sektorja v javni upravi,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,32,Predsednik pokrajinskega sveta,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,vodja sektorja v javni upravi,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,33,Predsednik občinskega sveta,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,generalni sekretar/generalna sekretarka,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,35,Generalni sekretar državnega zbora,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,generalni sekretar/generalna sekretarka,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,36,Sekretar sekretariata za zakonodajo in pravne zadeve,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,generalni sekretar/generalna sekretarka,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,37,Sekretar poslanske skupine,,skos:narrowMatch
