Mapping project name,ESCO - ROME
Mapping project author,Pôle emploi - France
Mapping project version,V1.4
Mapping project version date,13/07/2022
Classification 1 Name,ESCO
Classification 1 Concept type,occupation
Classification 1 Version,1.1
Classification 1 Language,fr
Classification 1 Landing page,https://esco.ec.europa.eu/fr/classification/occupation_main
Classification 2 Name,ROME 
Classification 2 Concept type,occupation
Classification 2 Version,V3.0
Classification 2 Language,fr
Classification 2 Landing page,https://www.pole-emploi.fr/employeur/vos-recrutements/le-rome-et-les-fiches-metiers.html


classification 1 ID,classification 1 prefered label,classification 2 ID,classification 2 prefered label,mapping relation
http://data.europa.eu/esco/occupation/353a22a7-1c55-410c-a7a7-c531692b5e50,installateur de fenêtres/installatrice de fenêtres,17941,Poseur / Poseuse de vitrages,skos:broadMatch
http://data.europa.eu/esco/occupation/353a22a7-1c55-410c-a7a7-c531692b5e50,installateur de fenêtres/installatrice de fenêtres,17943,Poseur / Poseuse de volets roulants,skos:broadMatch
http://data.europa.eu/esco/occupation/0b5e4142-90ad-48a6-8407-ed47b2664954,installateur de portes/installatrice de portes,17946,Poseur / Poseuse en fermetures de bâtiment,skos:narrowMatch
http://data.europa.eu/esco/occupation/691ec040-f5ad-47ef-8698-03212d66dbbf,charpentier en structures métalliques/charpentière en structures métalliques,17948,Poseur / Poseuse en métallerie,skos:closeMatch
http://data.europa.eu/esco/occupation/c9f6c245-8c66-4b13-9253-9835194abb23,biseauteur de verre/biseauteuse de verre,17950,Poseur-monteur / Poseuse-monteuse en miroiterie,skos:broadMatch
http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd,serrurier/serrurière,19416,Serrurier / Serrurière du bâtiment,skos:broadMatch
http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd,serrurier/serrurière,19419,Serrurier-poseur / Serrurière-poseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/c9f6c245-8c66-4b13-9253-9835194abb23,biseauteur de verre/biseauteuse de verre,20715,Vitrier / Vitrière,skos:narrowMatch
http://data.europa.eu/esco/occupation/691ec040-f5ad-47ef-8698-03212d66dbbf,charpentier en structures métalliques/charpentière en structures métalliques,38497,Aide poseur / poseuse de menuiseries,skos:closeMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,11690,Carreleur / Carreleuse,skos:exactMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,11691,Carreleur / Carreleuse mosaïste,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,11692,Carreleur-faïencier / Carreleuse-faïencière,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,11693,Carreleur-faïencier / Carreleuse-faïencière mosaïste,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,12395,Chef d'équipe carreleur / carreleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,15059,Faïencier-poseur / Faïencière-poseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,16386,Marbrier-poseur / Marbrière-poseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,16900,Mosaïste,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,16902,Mosaïste-poseur / Mosaïste-poseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,17408,Ouvrier carreleur / Ouvrière carreleuse,skos:closeMatch
http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,parqueteur/parqueteuse,17565,Parqueteur / Parqueteuse,skos:exactMatch
http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,parqueteur/parqueteuse,17566,Parqueteur menuisier / Parqueteuse menuisière,skos:broadMatch
http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,parqueteur/parqueteuse,17883,Ponceur-vitrificateur / Ponceuse-vitrificatrice de parquets,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,17921,Poseur / Poseuse de granit,skos:broadMatch
http://data.europa.eu/esco/occupation/4f1bb8b4-3fff-4e68-b427-8c892534a181,parqueteur/parqueteuse,17927,Poseur / Poseuse de parquet,skos:closeMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,17931,Poseur / Poseuse de revêtements en pierre,skos:broadMatch
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,38416,Aide carreleur / carreleuse,skos:closeMatch
http://data.europa.eu/esco/occupation/c453886f-a8f0-434c-be0e-e6a12c49954f,polisseur de pierre/polisseuse de pierre,38498,Installateur polisseur / Installatrice polisseuse de dallage industriel,skos:broadMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,11084,Applicateur / Applicatrice de résines sur sol,skos:broadMatch
http://data.europa.eu/esco/occupation/e43d0f86-7abf-4c6e-b2b3-10970ddf6518,poseur de moquette/poseuse de moquette,12491,Chef d'équipe solier-moquettiste / solière-moquettiste,skos:closeMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,14832,Enduiseur / Enduiseuse de sols en matière synthétique,skos:broadMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,17902,Poseur / Poseuse d'adhésifs,skos:broadMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,17922,Poseur / Poseuse de linoléum,skos:broadMatch
http://data.europa.eu/esco/occupation/e43d0f86-7abf-4c6e-b2b3-10970ddf6518,poseur de moquette/poseuse de moquette,17924,Poseur / Poseuse de moquette,skos:exactMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,17932,Poseur / Poseuse de revêtements souples de sols,skos:exactMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,17933,Poseur / Poseuse de revêtements souples muraux,skos:closeMatch
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,17934,Poseur / Poseuse de revêtements souples murs et sols,skos:closeMatch
http://data.europa.eu/esco/occupation/e43d0f86-7abf-4c6e-b2b3-10970ddf6518,poseur de moquette/poseuse de moquette,19451,Solier-moquettiste / Solière-moquettiste,skos:broadMatch
http://data.europa.eu/esco/occupation/66dc9349-6ca3-4ce4-9865-40686234d752,chef d’équipe de couvreurs,12407,Chef d'équipe de couvreurs,skos:exactMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13822,Couvreur / Couvreuse,skos:exactMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13823,Couvreur ardoisier / Couvreuse ardoisière,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13824,Couvreur charpentier / Couvreuse charpentière,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13825,Couvreur / Couvreuse de chaume,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13826,Couvreur / Couvreuse en monuments historiques,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13827,Couvreur ferblantier / Couvreuse ferblantière,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13828,Couvreur lauzier / Couvreuse lauzière,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13829,Couvreur tuilier / Couvreuse tuilière,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,13830,Couvreur zingueur / Couvreuse zingueuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,20738,Zingueur / Zingueuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,38065,Couvreur poseur / Couvreuse poseuse de panneaux solaires,skos:broadMatch
http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,électricien photovoltaïque/électricienne photovoltaïque,38066,Monteur / Monteuse de panneaux photovoltaïques,skos:closeMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,38499,Aide couvreur / couvreuse,skos:closeMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12642,Cimentier ravaleur / Cimentière ravaleuse,skos:narrowMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,13845,Crépisseur / Crépisseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,14830,Enduiseur / Enduiseuse,skos:narrowMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,14831,Enduiseur / Enduiseuse de sols en extérieur,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15029,Façadier / Façadière,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15030,Façadier-bardeur / Façadière-bardeuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15031,Façadier-enduiseur / Façadière-enduiseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,peintre en bâtiment,15032,Façadier-peintre / Façadière-peintre,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15033,Façadier-ravaleur / Façadière-ravaleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15034,Façadier-sableur / Façadière-sableuse,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,16274,Maçon-projeteur / Maçonne-projeteuse,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,16275,Maçon-ravaleur / Maçonne-ravaleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,peintre en bâtiment,17641,Peintre ravaleur / ravaleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a632fb74-ef49-4f4a-9777-b7df54a0f897,agent de nettoyage des extérieurs des bâtiments/agente de nettoyage des extérieurs des bâtiments,18289,Ravaleur / Ravaleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a632fb74-ef49-4f4a-9777-b7df54a0f897,agent de nettoyage des extérieurs des bâtiments/agente de nettoyage des extérieurs des bâtiments,18290,Ravaleur / Ravaleuse de façades,skos:broadMatch
http://data.europa.eu/esco/occupation/f4a22809-c00c-4dd0-8b09-c7251f8dcd1c,plâtrier/plâtrière,18292,Ravaleur-plâtrier / Ravaleuse-plâtrière,skos:exactMatch
http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,peintre en bâtiment,18293,Ravaleur-projeteur / Ravaleuse-projeteuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,18294,Ravaleur-ragréeur / Ravaleuse-ragréeuse,skos:closeMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,38632,Façadier / Façadière isolation thermique par l'extérieur - ITE,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,16385,Marbrier / Marbrière d'art,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,16416,Marqueteur / Marqueteuse de pierres dures,skos:broadMatch
http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a,dessinateur d’art/dessinatrice d’art,16901,Mosaïste d'art,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,18291,Ravaleur / Ravaleuse de pierre de taille,skos:broadMatch
http://data.europa.eu/esco/occupation/94d94bd0-9ac3-4bd8-81c0-c3fdf551aa16,sculpteur/sculptrice,19339,Sculpteur / Sculptrice ornemaniste sur pierre,skos:broadMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19619,Tailleur / Tailleuse de pierre,skos:exactMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19620,Tailleur de pierre restaurateur / Tailleuse de pierre restauratrice,skos:broadMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19621,Tailleur de pierre-fontainier / Tailleuse de pierre-fontainière,skos:broadMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19622,Tailleur de pierre-marbrier / Tailleuse de pierre-marbrière,skos:broadMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19626,Tailleur moellonneur / Tailleuse moellonneuse,skos:broadMatch
http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c,tailleur de pierre/tailleuse de pierre,19629,Tailleur-polisseur / Tailleuse-polisseuse de roches,skos:broadMatch
http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079,maçon pierre/maçonne pierre,20379,Tourneur / Tourneuse sur pierre,skos:closeMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,11082,Applicateur / Applicatrice d'asphalte,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,11087,Applicateur / Applicatrice d'étanchéité,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,11165,Asphalteur / Asphalteuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,11657,Calorifugeur / Calorifugeuse,skos:broadMatch
http://data.europa.eu/esco/occupation/66dc9349-6ca3-4ce4-9865-40686234d752,chef d’équipe de couvreurs,12456,Chef d'équipe en étanchéité,skos:closeMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,14910,Étanchéiste,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,14911,Étancheur / Étancheuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,14913,Étancheur-bardeur / Étancheuse-bardeuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,couvreur/couvreuse,14914,Étancheur-couvreur / Étancheuse-couvreuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,16828,Monteur / Monteuse en isolation thermique industrielle,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,16881,Monteur-calorifugeur / Monteuse-calorifugeuse sur tuyauteries et appareils,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,17430,Ouvrier / Ouvrière de désenfumage,skos:closeMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,17947,Poseur / Poseuse en isolation thermique,skos:broadMatch
http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,monteur en isolation/monteuse en isolation,19255,Revêtisseur-étanchéiste / Revêtisseuse-étanchéiste,skos:broadMatch
http://data.europa.eu/esco/occupation/572c9810-e1ee-4f7a-a71f-820f17c0c25b,tôlier/ tôlière,20354,Tôlier-calorifugeur / Tôlière-calorifugeuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,11489,Bancheur / Bancheuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,11490,Bancheur-coffreur / Bancheuse-coffreuse,skos:broadMatch
http://data.europa.eu/esco/occupation/b4f4b21e-7664-45ca-9697-9123cfd8c9ef,conducteur de sonnette/conductrice de sonnette,11498,Batteur / Batteuse de pieux,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,11503,Bétonneur / Bétonneuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,11504,Bétonnier / Bétonnière,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,11551,Boiseur / Boiseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f,superviseur de finisseurs de béton/superviseuse de finisseurs de béton,12397,Chef d'équipe coffreur / coffreuse,skos:closeMatch
http://data.europa.eu/esco/occupation/20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f,superviseur de finisseurs de béton/superviseuse de finisseurs de béton,12473,Chef d'équipe ferrailleur / ferrailleuse du BTP,skos:closeMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12679,Coffreur / Coffreuse,skos:closeMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12680,Coffreur bancheur / Coffreuse bancheuse,skos:closeMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12681,Coffreur / Coffreuse béton armé,skos:closeMatch
http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8,ouvrier génie civil/ouvrière génie civil,12682,Coffreur / Coffreuse génie civil,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12683,Coffreur glissant / Coffreuse glissante,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12684,Coffreur / Coffreuse métallique,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12685,Coffreur-boiseur / Coffreuse-boiseuse,skos:broadMatch
http://data.europa.eu/esco/occupation/246e7d87-756e-4db2-97e8-11ef63b864f0,installateur d’escalier/installatrice d’escalier,12686,Coffreur-boiseur-escaliéteur / Coffreuse-boiseuse-escaliéteuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,12687,Coffreur-ferrailleur / Coffreuse-ferrailleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,13520,Constructeur / Constructrice en béton armé,skos:closeMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,13522,Constructeur / Constructrice en maçonnerie et béton armé,skos:closeMatch
http://data.europa.eu/esco/occupation/21fe7141-68fa-4db7-9ee2-53097cef541a,manœuvre en construction de voies navigables,140960,Batteur / Batteuse de palplanches,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15036,Façonneur-assembleur-ferrailleur / Façonneuse-assembleuse-ferrailleuse,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15071,Ferrailleur / Ferrailleuse du BTP,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,15072,Ferrailleur-attacheur / Ferrailleuse-attacheuse du BTP,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,16271,Maçon-monteur industriel / Maçonne-monteuse industrielle,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,16797,Monteur / Monteuse d'éléments préfabriqués,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,16838,Monteur / Monteuse en préfabrications lourdes,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,16867,Monteur-assembleur / Monteuse-assembleuse en treillis soudés,skos:broadMatch
http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,cimentier enduiseur/cimentière enduiseuse,17486,Ouvrier / Ouvrière du béton,skos:closeMatch
http://data.europa.eu/esco/occupation/47300afa-5496-484c-8f65-14247a98b2b8,ouvrier génie civil/ouvrière génie civil,17503,Ouvrier / Ouvrière génie civil,skos:exactMatch
http://data.europa.eu/esco/occupation/20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f,superviseur de finisseurs de béton/superviseuse de finisseurs de béton,17802,Piscinier / Piscinière en piscines collectives en béton,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,10665,Agent / Agente d'entretien de la voie ferrée,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12029,Chef d'application d'enrobés,skos:broadMatch
http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082,superviseur de poseurs de voies ferrées/superviseuse de poseurs de voies ferrées,12387,Chef d'entretien de la voie ferrée,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12442,Chef d'équipe des travaux de voirie communale,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12478,Chef d'équipe mise en oeuvre d'enrobés,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12488,Chef d'équipe produits noirs,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12779,Compagnon routier / Compagnonne routière,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,12780,Compagnon / Compagnonne Voiries et Réseaux Divers -VRD-,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,13163,Conducteur / Conductrice de répandeuses,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,16257,Maçon / Maçonne Voiries et Réseaux Divers -VRD-,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17499,Ouvrier / Ouvrière en voiries,skos:exactMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17527,Ouvrier poseur / Ouvrière poseuse de voies ferrées,skos:closeMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17528,Ouvrier régleur / Ouvrière régleuse d'enrobés,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17541,Ouvrier / Ouvrière Voiries et Réseaux Divers -VRD-,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17597,Paveur / Paveuse,skos:broadMatch
http://data.europa.eu/esco/occupation/5f68c4c3-9d25-48e2-8efc-5471a80fb155,ouvrier en voiries/ouvrière en voiries,17905,Poseur / Poseuse de bordures et caniveaux,skos:broadMatch
